business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened
Sprig Inc,Food Services,,1300 Dolores St,CA,San Francisco,94110.0,10/28/2013,08/04/2017,Noe Valley,"1300 DOLORES ST
San Francisco, CA 94110
(37.748628, -122.424928)",8.0,1376.0,yes,
Sprig,Food Services,,977 North Point St,CA,San Francisco,94109.0,10/28/2013,08/04/2017,,"977 NORTH POINT ST
San Francisco, CA 94109
(37.805347, -122.423299)",,1376.0,yes,
Sprig,Food Services,,1426 Polk St,CA,San Francisco,94109.0,10/28/2013,08/04/2017,Nob Hill,"1426 POLK ST
San Francisco, CA 94109
(37.789876, -122.42055)",3.0,1376.0,yes,
Sprig,Food Services,,236 Townsend St,CA,San Francisco,94107.0,10/28/2013,08/04/2017,South of Market,"236 TOWNSEND ST
San Francisco, CA 94107
(37.777971, -122.393886)",6.0,1376.0,yes,
Sprig,Food Services,,3400 Geary Blvd,CA,San Francisco,94118.0,10/28/2013,08/04/2017,Presidio Heights,"3400 GEARY BLVD
San Francisco, CA 94118
(37.78147, -122.455848)",2.0,1376.0,yes,
Van Ness Cafe & Gyros,Food Services,"Restaurant Less Than 1,000 Sqft",826 Van Ness Ave,CA,San Francisco,94109.0,06/05/2018,,,,,,no,57.0
Chocolate Chair,Food Services,,845 Market St Fe 11,CA,San Francisco,94105.0,08/23/2014,,South of Market,,6.0,,no,1439.0
Chocolate Chair,Food Services,,845 Market St Fe 11,CA,San Francisco,94103.0,08/23/2014,,,,,,no,1439.0
Grubhub Postmates,Food Services,,835 Turk St Rm 215,CA,San Francisco,94102.0,01/01/2017,,Western Addition,,5.0,,no,577.0
Soma Eats 2,Food Services,,121 Spear St St Ste B7,CA,San Francisco,94105.0,01/06/2014,,Financial District/South Beach,,6.0,,no,1668.0
Uberwaffle,Food Services,,103 Horn Ave,CA,San Francisco,94124.0,10/12/2017,,,,,,no,293.0
Kentucky Fried Chicken,Food Services,Multiple,691 Eddy St,CA,San Francisco,94109.0,10/01/1968,,Tenderloin,"691 EDDY ST
San Francisco, CA 94109
(37.783118, -122.419042)",6.0,,no,18201.0
Emily Simmons,Food Services,,11320 Lombard St Apt 404,CA,San+francisco,94109.0,11/01/2017,,,,,,no,273.0
Princess Pies Co. Llc,Food Services,,230 Farallones St,CA,San Francisco,94112.0,06/06/2018,,Oceanview/Merced/Ingleside,,11.0,,no,56.0
Toyama Japanese Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",3727 Geary Blvd,CA,San Francisco,94118.0,02/05/2018,,,,,,no,177.0
Wezy,Food Services,Mobile Food Facility 5,2430 Whipple Rd,CA,Hayward,94544.0,01/23/2018,,,,,,no,190.0
Gourmet Kitchen,Food Services,Take-Out Establishment,1051 Stockton St,CA,San Francisco,94108.0,02/01/2000,,Chinatown,"1051 STOCKTON ST
San Francisco, CA 94108
(37.795391, -122.408183)",3.0,,no,6756.0
Cloud 9 Motel,Food Services,,34 7th St,CA,San Francisco,94103.0,12/15/1990,,,"34 7TH ST
SAN FRANCISCO, CA 94103
(37.779979, -122.411887)",,,no,10091.0
903,Food Services,,1574 9th Ave,CA,San Francisco,94122.0,05/31/2018,,Inner Sunset,,7.0,,no,62.0
Bamboo Hut,Food Services,Multiple,479 Broadway St,CA,San+francisco,94133.0,12/15/1990,,,"479 BROADWAY ST
San Francisco, CA 94133
(37.798053, -122.405185)",,,no,10091.0
Mr. Smith's,Food Services,Multiple,34 7th St,CA,San Francisco,94118.0,12/15/1990,,South of Market,"34 7TH ST
San Francisco, CA 94118
(37.779979, -122.411887)",6.0,,no,10091.0
San Francisco Third Way Inc,Food Services,,300 Montgomery St,CA,San Francisco,94104.0,01/01/2000,,Financial District/South Beach,"300 MONTGOMERY ST
San Francisco, CA 94104
(37.792324, -122.402672)",3.0,,no,6787.0
Indo,Food Services,"Restaurant 1,000 - 2,000 Sqft",4039 18th St,CA,San Francisco,94114.0,02/05/2018,,,,,,no,177.0
Chiken Broaster,Food Services,,393 Eddy St,CA,San Francisco,94102.0,02/01/2018,,,,,,no,181.0
Chicken Broaster Express,Food Services,,393 Eddy St,CA,San Francisco,94102.0,02/05/2018,,,,,,no,177.0
Ushitaro,Food Services,,Sloat Blvd Ste 189,CA,San+francisco,94132.0,04/25/2018,,,,,,no,98.0
Z Zoul Cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",295 Eddy St,CA,San Francisco,94102.0,02/01/2018,,,,,,no,181.0
Nicklaus Rodriguez,Food Services,,2316 Julie Ln,CA,South+san+francisco,94080.0,02/11/2016,,,,,,no,902.0
Nico,Food Services,"Restaurant Greater Than 2,000 Sqft",710 Montgomery St,CA,San Francisco,94111.0,06/11/2013,,,,,,no,1877.0
Cafe El Mecato,Food Services,,2028 Taraval St 5,CA,San Francisco,94116.0,02/07/2018,,Sunset/Parkside,,4.0,,no,175.0
Teapenter,Food Services,,1518 Irving St,CA,San Francisco,94122.0,02/06/2018,02/06/2018,,,,0.0,yes,
Chloes,Food Services,"Restaurant Less Than 1,000 Sqft",1399 Church St,CA,San Francisco,94114.0,08/31/2011,,Noe Valley,"1399 CHURCH ST
San Francisco, CA 94114
(37.748503, -122.427128)",8.0,,no,2527.0
Icafe San Francisco,Food Services,,631 Jackson St,CA,San Francisco,94108.0,02/01/2017,,,,,,no,546.0
Fullskoop Inc,Food Services,Mobile Food Facility 4,1 Bush St,CA,San Francisco,94104.0,06/06/2017,,,,,,no,421.0
The Cupboard,Food Services,,326 Baker St Apt 4,CA,San Francisco,94117.0,06/07/2018,,Hayes Valley,,5.0,,no,55.0
Shuck Truck,Food Services,Mobile Food Facility 5,601 Mission Bay Blvd,CA,San Francisco,94158.0,01/01/2017,,Mission Bay,,6.0,,no,577.0
Sergio Albornoz Campos,Food Services,Mobile Food Facility 5,2639 24th St,CA,San Francisco,94110.0,01/26/2017,,,,,,no,552.0
Sergio Albornoz Campos,Food Services,Mobile Food Facility 5,428 11th St,CA,San Francisco,94103.0,01/26/2017,,,,,,no,552.0
Altalena Vinoteca,Food Services,,446 Beach St,CA,San Francisco,94133.0,06/01/2012,,,,,,no,2252.0
San Francisco Brewing Co - Restaurant,Food Services,Multiple,851 Beach St,CA,San Francisco,94109.0,05/09/2017,,,,,,no,449.0
505 Pinterest Dining Garage Level Kitchen And 2nd Floor Staging,Food Services,Employee Cafeterias W/food Prep,505 Brannan St,CA,San Francisco,94107.0,10/01/1968,,South of Market,,6.0,,no,18201.0
Ryan Scott 2 Go Llc,Food Services,,2937 24th St,CA,San Francisco,94116.0,03/01/2010,,,,,,no,3075.0
Winelato,Food Services,Caterer,1817 Polk St,CA,San Francisco,94109.0,03/17/2017,,,,,,no,502.0
Slice House By Tony Gemignani,Food Services,,1556 Stockton St,CA,San Francisco,94133.0,02/10/2009,,,,,,no,3459.0
Papi's Sf,Food Services,"Restaurant Less Than 1,000 Sqft",846 Geary St,CA,San Franisco,94109.0,12/11/2017,,,,,,no,233.0
Meadowlark Cafe Llc,Food Services,Multiple,519 Marine View Dr Ste F,CA,Belmont,94002.0,01/15/2018,,,,,,no,198.0
"Meadowlark Cafe, Llc",Food Services,,651 Capistrano Way,CA,San+mateo,94402.0,01/15/2018,,,,,,no,198.0
T Bear Cafe,Food Services,"Restaurant Less Than 1,000 Sqft",57 Walter U Lum Pl,CA,San Francisco,94108.0,02/06/2018,,,,,,no,176.0
Teapenter,Food Services,,1518 Irving St,CA,San Francisco,94122.0,02/06/2018,,,,,,no,176.0
Cafe El Mecato,Food Services,,2028 Taraval St Apt 5,CA,San Francisco,94116.0,02/07/2018,02/07/2018,Sunset/Parkside,,4.0,0.0,yes,
Recovery Room,Food Services,,4528 Mission St,CA,San Francisco,94112.0,02/07/2018,,,,,,no,175.0
Wing Lee Bakery,Food Services,"Restaurant 1,000 - 2,000 Sqft",503 Clement St,CA,San Francisco,94118.0,02/08/2018,,,,,,no,174.0
Happy Bakery,Food Services,"Restaurant 1,000 - 2,000 Sqft",2253 Irving St,CA,Sanfrancisco,94122.0,02/08/2018,,,,,,no,174.0
Smitten Ice Cream,Food Services,Multiple,432 Octavia St 1a,CA,San Francisco,94102.0,01/01/2015,,,"432 OCTAVIA ST
SAN FRANCISCO, CA 94102
(37.776343, -122.424298)",,,no,1308.0
Beer Nerds,Food Services,"Restaurant 1,000 - 2,000 Sqft",3331 24th St,CA,San Francisco,94110.0,02/09/2018,,,,,,no,173.0
Yancys Saloon,Food Services,,736 Irving St,CA,San Francisco,94122.0,08/08/1989,06/30/2017,Inner Sunset,"736 IRVING ST
San Francisco, CA 94122
(37.76407, -122.465643)",5.0,10188.0,yes,
Shabu House Valencia Inc.,Food Services,,1050 Valencia St,CA,San Francisco,94110.0,06/08/2018,,Mission,,8.0,,no,54.0
Mcbakers Market,Food Services,,1800 Mcallister St,CA,San Francisco,94115.0,06/08/2018,,,,,,no,54.0
Happy Cow Creamery & Tea,Food Services,,2291 3rd St,CA,San Francisco,94107.0,06/08/2018,,Potrero Hill,,10.0,,no,54.0
Broaster Chicken & Sweet,Food Services,,393 Eddy St,CA,San Francisco,94102.0,04/24/2018,,,,,,no,99.0
Blue Bird Culinary,Food Services,,1980 Vallejo St 8,CA,San Francisco,94123.0,02/08/2018,,Marina,,2.0,,no,174.0
Cc Castro Street,Food Services,,4092 18th Street,CA,San Francisco,94114.0,08/23/2014,,Castro/Upper Market,,8.0,,no,1439.0
Cc Union Square,Food Services,,211 O'farrell Street,CA,San Francisco,94102.0,08/23/2014,,Tenderloin,,3.0,,no,1439.0
Chakraw,Food Services,,1007 Anza St,CA,San Francisco,94118.0,02/11/2018,,Inner Richmond,,1.0,,no,171.0
Leftys Ballpark Buffet,Food Services,,145 Jefferson St Ste 400,CA,San Francisco,94133.0,06/10/2018,,North Beach,,3.0,,no,52.0
Supreme Crab,Food Services,,245 Jefferson St,CA,San Francisco,94133.0,05/07/2018,,North Beach,,3.0,,no,86.0
Cafelambretta,Food Services,Mobile Food Facility 4,580 4th St,CA,San Francisco,94107.0,12/06/2012,,South of Market,,6.0,,no,2064.0
Chocolate Chair Union Square,Food Services,Multiple,211 O'farrell Street,CA,San Francisco,94102.0,08/23/2014,,Tenderloin,,3.0,,no,1439.0
Bon Appetit @ Usf Crossroads,Food Services,"Retail Mkts W/o Prep (Under 5,001)",2130 Fulton St,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0
Chocolate Chair Castro Stree,Food Services,,4092 18th Street,CA,San Francisco,94114.0,08/23/2014,,Castro/Upper Market,,8.0,,no,1439.0
Captain Kona Cafe,Food Services,,393 West Portal Ave,CA,San Francisco,94127.0,06/11/2018,,,,,,no,51.0
Cliffside Cakes,Food Services,,130 Gardenside Dr Apt 304,CA,San Francisco,94131.0,05/30/2018,,Twin Peaks,,8.0,,no,63.0
Bunn Mike,Food Services,Take-Out Establishment,300 De Haro St,CA,San Francisco,94103.0,10/07/2016,,,,,,no,663.0
El Pipila Llc,Food Services,Caterer,2948 Folsom St,CA,San Francisco,94110.0,05/25/2017,,,,,,no,433.0
Hakka Restaurant,Food Services,,4401 Cabrillo St A,CA,San Francisco,94121.0,06/11/2018,,Outer Richmond,,1.0,,no,51.0
Guckenheimer @ Google - Rincon Center,Food Services,,121 Spear St,CA,San Francisco,94105.0,06/11/2018,,,,,,no,51.0
Noosh,Food Services,,2001 Fillmore Street,CA,San Francisco,94115.0,06/11/2018,,Pacific Heights,,2.0,,no,51.0
Cochinita,Food Services,,709 O'farrell St,CA,San Francisco,94103.0,08/31/2016,,,,,,no,700.0
Sammys Gourmet Deli & Cafe,Food Services,,1356 Van Ness Ave,CA,San Francisco,94109.0,02/07/2000,,Nob Hill,"1356 VAN NESS AVE
San Francisco, CA 94109
(37.788219, -122.421829)",3.0,,no,6750.0
Salesforce Tower,Food Services,,415 Mission St St Fl 5th,CA,San Francisco,94105.0,10/01/1968,,Financial District/South Beach,,6.0,,no,18201.0
Pasta-Pop-Up,Food Services,,550 Green St,CA,San Francisco,94133.0,06/01/2008,,North Beach,,3.0,,no,3713.0
Barbera Pinseria & Cocktail Bar,Food Services,,431 Columbus Ave,CA,San Francisco,94133.0,08/30/2017,,,,,,no,336.0
Cardona's Food Truck,Food Services,,272 Mcallister St,CA,San Francisco,94102.0,08/29/2017,,Tenderloin,,6.0,,no,337.0
Chaha,Food Services,Caterer,103 Horne Ave,CA,San Francisco,94124.0,02/01/2018,,,,,,no,181.0
Crispy Gals,Food Services,,1862 Anne Way,CA,San+jose,95124.0,02/13/2018,02/13/2018,,,,0.0,yes,
Mission Drip Cafe,Food Services,,4653 Mission St,CA,San Francisco,94112.0,02/13/2018,,Excelsior,,11.0,,no,169.0
Crispy Gals,Food Services,,1862 Anne Way,CA,San Jose,95124.0,02/13/2018,,,,,,no,169.0
Stew Lab,Food Services,,4316 Balboa Street,CA,San Francisco,94121.0,02/13/2018,,Outer Richmond,,1.0,,no,169.0
Purva Kitchen,Food Services,,350 Townsend St 817,CA,San Francisco,94107.0,02/01/2018,,South of Market,,6.0,,no,181.0
K-Asian Kitchen Llc,Food Services,,121 New Montgomery St,CA,San Francisco,94105.0,05/30/2018,,,,,,no,63.0
Eggxotic,Food Services,,3251 20th Ave,CA,San Francisco,94132.0,02/06/2018,,,,,,no,176.0
Ballast Coffee,Food Services,,329 West Portal Ave,CA,San Francisco,94127.0,10/01/2015,,,,,,no,1035.0
Yin Du Wonton Noodle Llc,Food Services,,648 Pacific Ave,CA,San Francisco,94133.0,03/01/2016,,,,,,no,883.0
Cafe 2238,Food Services,,2238 Geary Blvd,CA,San Francisco,94115.0,01/01/2011,,Japantown,,5.0,,no,2769.0
Boba Guys,Food Services,"Restaurant Less Than 1,000 Sqft",836 Divisadero St,CA,San Francisco,94117.0,10/01/2012,,Western Addition,,5.0,,no,2130.0
Mudo,Food Services,,1254 Hyde St,CA,San Francisco,94109.0,02/01/2017,,Nob Hill,,3.0,,no,546.0
Hummus Heaven,Food Services,,1700 O'farrell St,CA,San Francisco,94115.0,05/27/2016,,Western Addition,,5.0,,no,796.0
Lush Gelato,Food Services,,520 Columbus Ave,CA,San Francisco,94133.0,12/02/2013,,North Beach,,3.0,,no,1703.0
Wow Thai Kitchen,Food Services,,815 O'farrell St 508,CA,San Francisco,94109.0,06/12/2018,,Tenderloin,,6.0,,no,50.0
Fringale,Food Services,"Restaurant 1,000 - 2,000 Sqft",570 4th St,CA,San Francisco,94107.0,09/20/1991,,South of Market,"570 4TH ST
San Francisco, CA 94107
(37.778733, -122.39702)",6.0,,no,9812.0
"Angler Sf, Llc",Food Services,,132 The Embarcadero,CA,San Francisco,94105.0,06/01/2018,,,,,,no,61.0
Palace Of Spices,Food Services,,173 Eddy St,CA,San Francisco,94102.0,06/01/2018,,Tenderloin,,6.0,,no,61.0
Agricole Ii,Food Services,Places Of Public Assembly & Open-Air Assembly,355 11th St Ste 100,CA,San Francisco,94103.0,01/01/2018,,South of Market,,6.0,,no,212.0
Cento Osteria,Food Services,Multiple,100 Brannan St,CA,San Francisco,94107.0,01/19/2018,,Financial District/South Beach,,6.0,,no,194.0
Tuba Express Mediterranean Kebab And Gyro,Food Services,"Restaurant 1,000 - 2,000 Sqft",1550 California St,CA,San Francisco,94109.0,01/24/2018,,,,,,no,189.0
Jackrabbit,Food Services,Catering Facility,1661 Tennessee St Suite 3b,CA,San Francisco,94107.0,01/01/2011,,Bayview Hunters Point,,10.0,,no,2769.0
San Francisco Brewing Co - Brewery,Food Services,Wholesale Food Markets W/retail (Mfg Proc),851 Beach St,CA,San Francisco,94109.0,05/09/2017,,,,,,no,449.0
Maiya Wilson,Food Services,,335 Buckingham Way 101,CA,San Francisco,94132.0,06/13/2016,07/24/2018,Lakeshore,,7.0,771.0,yes,
Red Chilli,Food Services,,522 Jones St,CA,San Francisco,94102.0,06/01/2018,,Tenderloin,,6.0,,no,61.0
Wow Thai Kitchen,Food Services,,701 Randolph St,CA,San Francisco,94132.0,06/12/2018,,,,,,no,50.0
Mojo Bakes! Sf,Food Services,Cottage Food Kitchen - Tier B (Indirect Sales),702 Broderick St Apt B,CA,San Francisco,94117.0,12/19/2017,,Western Addition,,5.0,,no,225.0
Ritu Indian Soul Food,Food Services,,3111 24th St,CA,San Francisco,94110.0,04/01/2014,,,,,,no,1583.0
Sf Hole In The Wall Pizza,Food Services,Limited Live Performance,1825 Irving St,CA,San Francisco,94122.0,02/16/2018,,,,,,no,166.0
Sf Hole In The Wall Pizza,Food Services,"Restaurant Less Than 1,000 Sqft",3244 Scott St,CA,San Francisco,94123.0,02/16/2018,,Marina,,2.0,,no,166.0
Sf Hole In The Wall Catering,Food Services,,1827 Irving St,CA,San Francisco,94122.0,02/16/2018,,,,,,no,166.0
Sultan's Kebab,Food Services,"Restaurant Less Than 1,000 Sqft",3915 24th St,CA,San Francisco,94114.0,02/20/2018,,,,,,no,162.0
Alexanders Steakhouse Inc,Food Services,,680 Folsom St,CA,San Fransisco,94107.0,07/02/2010,,,,,,no,2952.0
One65,Food Services,,165 O'farrell St,CA,San Fransisco,94102.0,07/02/2010,,Financial District/South Beach,,3.0,,no,2952.0
Bi-Rite Cafe,Food Services,,52 Grove St,CA,San Francisco,94102.0,03/06/2018,,Tenderloin,,6.0,,no,148.0
Dillers Deli,Food Services,"Restaurant 1,000 - 2,000 Sqft",348 Pine St,CA,San Francisco,94104.0,01/01/1989,,Financial District/South Beach,"348 PINE ST
San Francisco, CA 94104
(37.791988, -122.40187)",3.0,,no,10804.0
Eko Kitchen,Food Services,Caterer,160 14th Street St,CA,San Francisco,94103.0,03/23/2018,,Mission,,9.0,,no,131.0
Sorabol Korean Bbq And Asian Noodles,Food Services,,845 Market St Fe-3,CA,San Francisco,94103.0,05/16/2018,,South of Market,,6.0,,no,77.0
New Tikka Masala,Food Services,,425 Ellis St,CA,San Francisco,94102.0,06/13/2018,,,,,,no,49.0
Breadbelly,Food Services,,2394 45th Ave,CA,San Francisco,94116.0,02/13/2018,,,,,,no,169.0
Poke Delish,Food Services,,3601 Lyon St,CA,San Francisco,94123.0,05/04/2016,,,,,,no,819.0
Poke Delish,Food Services,,428 11 Th St,CA,San Francisco,94103.0,05/04/2016,,Mission,,6.0,,no,819.0
Poke Delish,Food Services,"Restaurant 1,000 - 2,000 Sqft",708 Kearny St,CA,San Francisco,94108.0,05/04/2016,,Chinatown,,3.0,,no,819.0
Ace King Bbq,Food Services,"Restaurant Less Than 1,000 Sqft",1820 Clement St,CA,San Francisco,94121.0,02/22/2018,,,,,,no,160.0
Sf Hole In The Wall Pizza,Food Services,,Irving Street St,CA,San+francisco,94122.0,02/16/2018,,,,,,no,166.0
Dish Lama,Food Services,,3295 19th Street,CA,San Francisco,94110.0,02/20/2018,,Mission,,9.0,,no,162.0
Marin Living Foods,Food Services,,484 Lake Park Ave Unit 448,CA,Oakland,94610.0,01/01/2018,,,,,,no,212.0
Famus,Food Services,,3915 24th Street,CA,San Francisco,94114.0,02/20/2018,,Noe Valley,,8.0,,no,162.0
Churros Madrid,Food Services,,909 Howard Ave.,CA,Burlingame,94010.0,01/22/2018,,,,,,no,191.0
Ichipub,Food Services,Places Of Public Assembly & Open-Air Assembly,1706 Post St,CA,San Francisco,94115.0,02/21/2018,,,,,,no,161.0
"Salsa 4 All Seasons Inc,",Food Services,,936 Detroit Ave  D,CA,Concord,94518.0,02/21/2018,05/29/2018,,,,97.0,yes,
Alamo Square Cafe,Food Services,,2018 Green St,CA,San Francis,94123.0,02/21/2018,,,,,,no,161.0
Wing Wings,Food Services,"Restaurant Less Than 1,000 Sqft",422 Haight St.,CA,San Francisco,94117.0,02/21/2018,,Hayes Valley,,5.0,,no,161.0
Eli's Smokehouse,Food Services,,501 Buckingham Way,CA,San Francisco,94132.0,02/21/2018,,Lakeshore,,7.0,,no,161.0
Cracked & Battered,Food Services,"Restaurant 1,000 - 2,000 Sqft",1434 18 St,CA,San Francisco,94107.0,02/21/2018,,Potrero Hill,,10.0,,no,161.0
Ace King Bbq,Food Services,,452 Ellicott Loop,CA,San+jose,95123.0,02/22/2018,,,,,,no,160.0
Cafe Valencia,Food Services,,1252 Valencia St,CA,San Francisco,94110.0,02/22/2018,,,,,,no,160.0
535-541 Castro St Apartments,Food Services,,535 Castro St,CA,San Francisco,94114.0,04/07/1989,,Castro/Upper Market,"535 CASTRO ST
San Francisco, CA 94114
(37.760199, -122.434929)",8.0,,no,10708.0
527-533 Castro St Apartments,Food Services,,527 Castro St,CA,San Francisco,94114.0,04/07/1989,,Castro/Upper Market,"527 CASTRO ST
San Francisco, CA 94114
(37.760269, -122.434935)",8.0,,no,10708.0
Chs/hotel G Llc,Food Services,,386 Geary St,CA,San Francisco,94102.0,05/05/2017,,,,,,no,453.0
Bing & Boba,Food Services,,1476 Haight St Bldg,CA,San Francisco,94117.0,02/20/2018,,Haight Ashbury,,5.0,,no,162.0
Alamo Square Cafe,Food Services,,711 Fillmore St,CA,San Francisco,94117.0,02/21/2018,,,,,,no,161.0
Ito Inc. Dba Tosai,Food Services,,3251 20th Ave Unit 159,CA,San Francisco,94132.0,06/22/2017,,Lakeshore,,7.0,,no,405.0
Churros Madrid,Food Services,,3251 20th Ave,CA,San Francisco,94132.0,01/22/2018,,,,,,no,191.0
Laguna Garden Bakery,Food Services,Caterer Retail Food Vehicles,1 United Nations Plz,CA,San Francisco,94102.0,05/14/2018,,,,,,no,79.0
San Francisco Badlands,Food Services,Multiple,4121 18th St,CA,San Francisco,94114.0,04/07/1989,,Castro/Upper Market,"4121 18TH ST
San Francisco, CA 94114
(37.760859, -122.43552)",8.0,,no,10708.0
Portside Bakery,Food Services,,3460 Buckingham Way,CA,San Francisco,94132.0,02/25/2018,,,,,,no,157.0
T Cup Cafe,Food Services,,3516 Balboa St,CA,San Francisco,94121.0,02/26/2018,05/14/2018,,,,77.0,yes,
Refined Simplicity Llc,Food Services,,103 Horne Ave,CA,San Francisco,94124.0,01/01/2016,01/01/2016,,,,0.0,yes,
A Burgger Dogg Diner,Food Services,,6236 Third St Apt 4,CA,San Francisco,94124.0,02/26/2018,,Bayview Hunters Point,,10.0,,no,156.0
"Next Level Burger Company, Inc.",Food Services,,450 Rhode Island St,CA,San Fransisco,94107.0,02/25/2018,,,,,,no,157.0
Sumo,Food Services,,420 Judah St,CA,San Francisco,94122.0,02/25/2018,06/28/2018,,,,123.0,yes,
Castro Hot Dogs,Food Services,,4144 18th St,CA,San Francisco,94114.0,04/07/1989,,Castro/Upper Market,"4144 18TH ST
San Francisco, CA 94114
(37.76084, -122.435892)",8.0,,no,10708.0
Tallio's Coffee & Tea,Food Services,,4912 Third St,CA,San Francisco,94124.0,02/28/2018,,Bayview Hunters Point,,10.0,,no,154.0
Kokio Republic,Food Services,Mobile Food Facility 5,428 11th St,CA,San Francisco,94109.0,12/09/2017,,,,,,no,235.0
I Bake Sf,Food Services,,1274 26th Ave,CA,San Francisco,94122.0,02/28/2018,,Sunset/Parkside,,4.0,,no,154.0
Fuddhism,Food Services,,1760 Cesar Chavez St Unit L,CA,San Francisco,94124.0,01/01/2018,,,,,,no,212.0
Osakaya Restaurant,Food Services,,1737 Post St Ste 370,CA,San Francisco,94115.0,02/28/2018,,Japantown,,5.0,,no,154.0
Palette Sf,Food Services,,155 12th Street,CA,San Francisco,94103.0,07/01/2016,,Mission,,6.0,,no,761.0
King Knish,Food Services,,315 Maple Ave Ste 104,CA,S+s+franisco,94080.0,05/16/2016,,,,,,no,807.0
Aladdin House,Food Services,,393 Eddy St,CA,San Francisco,94102.0,02/05/2018,,,,,,no,177.0
Cha Cha Cha Restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",1801 Haight St,CA,San Francisco,94117.0,05/19/1983,06/30/2017,Haight Ashbury,"1801 HAIGHT ST
San Francisco, CA 94117
(37.769337, -122.452059)",5.0,12461.0,yes,
Little Shamrock The,Food Services,Bars/taverns W/o Food Prep,807 Lincoln Way,CA,San Francisco,94122.0,08/20/1974,,Inner Sunset,"807 LINCOLN WAY
San Francisco, CA 94122
(37.765861, -122.466703)",5.0,,no,16052.0
Sugoi Sushi And Catering,Food Services,,1152 Valencia St,CA,San Francisco,94110.0,09/29/2017,,,,,,no,306.0
Kingza Restaurant Group Llc,Food Services,,1009 Guerrero St,CA,San Francisco,94110.0,12/13/2016,,,,,,no,596.0
Avatar Foods International Inc,Food Services,Storage & Use Of Flammable Or Combustible Liquids,1030 Illinois St,CA,San Francisco,94107.0,04/02/1999,,Potrero Hill,,10.0,,no,7061.0
Mg-350 Mission Llc,Food Services,,244 California St  Ste 400,CA,San Francisco,94111.0,06/01/2018,,Financial District/South Beach,,3.0,,no,61.0
Guckenheimer @ Google - Rincon Coffee Bar,Food Services,,121 Spear St,CA,San Francisco,94105.0,06/11/2018,,,,,,no,51.0
Boug Creole Deli,Food Services,,4101 3rd St,CA,San Francisco,94124.0,08/14/2017,,Bayview Hunters Point,,10.0,,no,352.0
