business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened,formatted_address_x,formatted_name_x,uniqueid,full_address,business_id,name,MA,year,formatted_address_y,formatted_name_y,latitude,longitude
sneakys bbq llc,Food Services,Caterer,2937 24th st,CA,San Francisco,94110.0,01/11/2011,,,"2937 24TH ST
SAN FRANCISCO, CA 94110
(37.75271, -122.410688)",,,no,2759.0,2937 24th,sneakys,sneakys2937 24th,"2937 24th st, San Francisco, CA, 94110.0",78946,sneakys bbq,100.0,2018.0,2937 24th,sneakys,,
dosa dosa,Food Services,,100 post st,CA,San Francisco,94108.0,09/05/2014,,,"100 POST ST
SAN FRANCISCO, CA 94108
(37.788854, -122.403979)",,,no,1426.0,100 post,dosa,dosa100 post,"100 post st, San Francisco, CA, 94108.0",80572,dosa dosa llc (cart #1),88.5,2017.0,100 post,dosa,,
battery street coffee roastery,Food Services,"Restaurant 1,000 - 2,000 Sqft",950 battery st,CA,San Francisco,94111.0,12/01/1994,,Financial District/South Beach,"950 BATTERY ST
San Francisco, CA 94111
(37.800151, -122.401375)",3.0,,no,8644.0,950 battery,battery,battery950 battery,"950 battery st, San Francisco, CA, 94111.0",1850,battery street coffee roastery,86.0,2017.0,950 battery,battery,37.800178,-122.401317
tender greens,Food Services,Multiple,266 king st,CA,San Francisco,94107.0,09/01/2013,,Mission Bay,"266 KING ST
SAN FRANCISCO, CA 94107
(37.777069, -122.393339)",6.0,,no,1795.0,266 king,tender,tender266 king,"266 king st, San Francisco, CA, 94107.0",79347,tender greens,96.0,2016.0,266 king,tender,,
the masonic auditorium,Food Services,Multiple,1111 california st,CA,San Francisco,94108.0,04/02/1999,,Nob Hill,"1111 CALIFORNIA ST
SAN FRANCISCO, CA 94108
(37.791556, -122.413017)",3.0,,no,7061.0,1111 california,the,the1111 california,"1111 california st, San Francisco, CA, 94108.0",80421,the masonic auditorium,88.5,2018.0,1111 california,the,,
osaka imai,Food Services,,2445 noriega st,CA,San Francisco,94122.0,09/24/2014,,,"2445 NORIEGA ST
SAN FRANCISCO, CA 94122
(37.753647, -122.49008)",,,no,1407.0,2445 noriega,osaka,osaka2445 noriega,"2445 noriega st, San Francisco, CA, 94122.0",80552,osaka imai,92.0,2016.0,2445 noriega,osaka,,
a  l sweet,Food Services,"Restaurant 1,000 - 2,000 Sqft",709 larkin st,CA,San Francisco,94109.0,09/29/2014,,,"709 LARKIN ST
SAN FRANCISCO, CA 94109
(37.78443, -122.417768)",,,no,1402.0,709 larkin,a,a709 larkin,"709 larkin st, San Francisco, CA, 94109.0",80627,a  l sweet,81.0,2018.0,709 larkin,a,,
big chef toms belly burgers,Food Services,"Restaurant 1,000 - 2,000 Sqft",1550 howard st,CA,San Francisco,94103.0,10/01/2012,,,"1550 HOWARD ST
SAN FRANCISCO, CA 94103
(37.772331, -122.41642)",,,no,2130.0,1550 howard,big,big1550 howard,"1550 howard st, San Francisco, CA, 94103.0",77182,big chef toms belly burgers,88.0,2017.0,1550 howard,big,,
burma love,Food Services,Multiple,211 valencia st,CA,San Francisco,94103.0,11/06/2014,,,"211 VALENCIA ST
SAN FRANCISCO, CA 94103
(37.769748, -122.422367)",,,no,1364.0,211 valencia,burma,burma211 valencia,"211 valencia st, San Francisco, CA, 94103.0",83643,burma love,88.0,2018.0,211 valencia,burma,,
sutter pub,Food Services,"Restaurant Less Than 1,000 Sqft",700 sutter st,CA,San Francisco,94102.0,01/16/1995,,Nob Hill,"700 SUTTER ST
San Francisco, CA 94102
(37.788812, -122.411913)",3.0,,no,8598.0,700 sutter,sutter,sutter700 sutter,"700 sutter st, San Francisco, CA, 94102.0",64236,sutter pub and restaurant,89.0,2017.0,700 sutter,sutter,37.78881,-122.41188
last drop tavern,Food Services,"Restaurant 1,000 - 2,000 Sqft",550 powell st,CA,San Francisco,94108.0,01/16/1995,,Financial District/South Beach,"550 POWELL ST
San Francisco, CA 94108
(37.789951, -122.408713)",3.0,,no,8598.0,550 powell,last,last550 powell,"550 powell st, San Francisco, CA, 94108.0",2601,last drop tavern,93.0,2017.0,550 powell,last,37.789883,-122.408666
afc sushi  safeway #985,Food Services,Take-Out Establishment,2350 noriega st,CA,San Francisco,94122.0,01/01/1996,,,"2350 NORIEGA ST
SAN FRANCISCO, CA 94122
(37.753724, -122.488472)",,,no,8248.0,2350 noriega,afc,afc2350 noriega,"2350 noriega st, San Francisco, CA, 94122.0",79220,afc sushi  safeway #985,98.0,2017.0,2350 noriega,afc,,
afc sushi  safeway #909,Food Services,Take-Out Establishment,730 taraval st,CA,San Francisco,94116.0,01/01/1996,,,"730 TARAVAL ST
SAN FRANCISCO, CA 94116
(37.743138, -122.473882)",,,no,8248.0,730 taraval,afc,afc730 taraval,"730 taraval st, San Francisco, CA, 94116.0",79218,afc sushi  safeway#909,100.0,2018.0,730 taraval,afc,,
illy caffe sf_union,Food Services,"Restaurant 1,000 - 2,000 Sqft",2055 union st,CA,San Francisco,94123.0,09/16/2015,,,"2055 UNION ST
SAN FRANCISCO, CA 94123
(37.79739, -122.433106)",,,no,1050.0,2055 union,illy,illy2055 union,"2055 union st, San Francisco, CA, 94123.0",85338,illy caffe san francisco_union,90.5,2018.0,2055 union,illy,,
afc sushi  good life grocers,Food Services,Take-Out Establishment,448 cortland ave,CA,San Francisco,94110.0,01/01/1996,,,"448 CORTLAND AVE
SAN FRANCISCO, CA 94110
(37.73909, -122.416702)",,,no,8248.0,448 cortland,afc,afc448 cortland,"448 cortland ave, San Francisco, CA, 94110.0",77858,afc sushi  good life grocers,97.0,2017.0,448 cortland,afc,,
aracely restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",401 13th st,CA,San Francisco,94130.0,01/01/2013,,,"401 13TH ST
SAN FRANCISCO, CA 94130
(37.827549, -122.373924)",,,no,2038.0,401 13th,aracely,aracely401 13th,"401 13th st, San Francisco, CA, 94130.0",79829,aracely restaurant,90.0,2016.0,401 13th,aracely,,
atlas tap room,Food Services,,606 mission st,CA,San Francisco,94105.0,04/18/2014,11/01/2016,,"606 MISSION ST
SAN FRANCISCO, CA 94105
(37.787803, -122.400053)",,928.0,yes,,606 mission,atlas,atlas606 mission,"606 mission st, San Francisco, CA, 94105.0",81285,atlas tap room,100.0,2017.0,606 mission,atlas,,
atlas tap room,Food Services,,606 mission st,CA,San Francisco,94105.0,12/01/2016,,,,,,no,608.0,606 mission,atlas,atlas606 mission,"606 mission st, San Francisco, CA, 94105.0",81285,atlas tap room,100.0,2017.0,606 mission,atlas,,
kababayan fastfood  video rtl,Food Services,"Restaurant Less Than 1,000 Sqft",2706 mission st,CA,San Francisco,94110.0,03/01/1995,,Mission,"2706 MISSION ST
San Francisco, CA 94110
(37.753612, -122.418569)",9.0,,no,8554.0,2706 mission,kababayan,kababayan2706 mission,"2706 mission st, San Francisco, CA, 94110.0",1249,kababayan fast food,76.0,2018.0,2706 mission,kababayan,37.753691,-122.418657
rock japanese cuisine,Food Services,"Restaurant Greater Than 2,000 Sqft",614 pine st,CA,San Francisco,94108.0,10/08/2014,,,"614 PINE ST
SAN FRANCISCO, CA 94108
(37.791481, -122.405963)",,,no,1393.0,614 pine,rock,rock614 pine,"614 pine st, San Francisco, CA, 94108.0",80763,rock japanese cuisine,86.0,2018.0,614 pine,rock,,
azalinas kitchen,Food Services,Commissary,1324 fitzgerald ave,CA,San Francisco,94124.0,10/05/2014,,,"1324 FITZGERALD AVE
SAN FRANCISCO, CA 94124
(37.722206, -122.393479)",,,no,1396.0,1324 fitzgerald,azalinas,azalinas1324 fitzgerald,"1324 fitzgerald ave, San Francisco, CA, 94124.0",80744,azalinas kitchen,92.0,2017.0,1324 fitzgerald,azalinas,,
julies kitchen,Food Services,Take-Out Establishment,50 post st #62-a,CA,San+francisco,94104.0,10/15/2001,,,"50 POST ST
A SAN FRANCISCO, CA 94104
(37.788992, -122.402927)",,,no,6134.0,50 post,julies,julies50 post,"50 post st #62-a, San+francisco, CA, 94104.0",81713,julies kitchen,89.5,2018.0,50 post,julies,,
puerto alegre restaurant #1,Food Services,"Restaurant Greater Than 2,000 Sqft",546 valencia st,CA,San Francisco,94110.0,01/01/1995,,,"546 VALENCIA ST
San Francisco, CA 94110
(37.764065, -122.421802)",,,no,8613.0,546 valencia,puerto,puerto546 valencia,"546 valencia st, San Francisco, CA, 94110.0",2980,puerto alegre,89.0,2018.0,546 valencia,puerto,37.764148,-122.421855
dragon beaux llc,Food Services,,5700 geary blvd,CA,San Francisco,94121.0,10/15/2014,,,"5700 GEARY BLVD
SAN FRANCISCO, CA 94121
(37.780344, -122.480701)",,,no,1386.0,5700 geary,dragon,dragon5700 geary,"5700 geary blvd, San Francisco, CA, 94121.0",81116,dragon beaux,87.5,2018.0,5700 geary,dragon,,
dragon beaux,Food Services,Multiple,5700 geary blvd,CA,San Francisco,94121.0,10/15/2014,,,"5700 GEARY BLVD
SAN FRANCISCO, CA 94121
(37.780344, -122.480701)",,,no,1386.0,5700 geary,dragon,dragon5700 geary,"5700 geary blvd, San Francisco, CA, 94121.0",81116,dragon beaux,87.5,2018.0,5700 geary,dragon,,
red door coffee,Food Services,,111 minna st,CA,San Francisco,94105.0,04/10/2014,,,"111 MINNA ST
SAN FRANCISCO, CA 94105
(37.787317, -122.399632)",,,no,1574.0,111 minna,red,red111 minna,"111 minna st, San Francisco, CA, 94105.0",80861,red door coffee,97.0,2018.0,111 minna,red,,
san vicente restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",4423 mission st,CA,San Francisco,94112.0,09/09/2015,,,"4423 MISSION ST
SAN FRANCISCO, CA 94112
(37.72737, -122.432762)",,,no,1057.0,4423 mission,san,san4423 mission,"4423 mission st, San Francisco, CA, 94112.0",87148,san vicente restaurant,74.5,2018.0,4423 mission,san,,
slurp noodle bar,Food Services,"Restaurant 1,000 - 2,000 Sqft",469 castro st,CA,San Francisco,94114.0,09/17/2013,,Castro/Upper Market,"469 CASTRO ST
SAN FRANCISCO, CA 94114
(37.761403, -122.435046)",8.0,,no,1779.0,469 castro,slurp,slurp469 castro,"469 castro st, San Francisco, CA, 94114.0",81651,slurp noodle bar,76.0,2018.0,469 castro,slurp,,
home cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",1222 noriega st,CA,San Francisco,94122.0,08/01/2013,,,"1222 NORIEGA ST
SAN FRANCISCO, CA 94122
(37.754214, -122.476979)",,,no,1826.0,1222 noriega,home,home1222 noriega,"1222 noriega st, San Francisco, CA, 94122.0",75429,home cafe,91.5,2018.0,1222 noriega,home,,
kates kitchen,Food Services,"Restaurant 1,000 - 2,000 Sqft",471 haight st,CA,San Francisco,94117.0,07/18/1995,,Hayes Valley,"471 HAIGHT ST
San Francisco, CA 94117
(37.772173, -122.429934)",5.0,,no,8415.0,471 haight,kates,kates471 haight,"471 haight st, San Francisco, CA, 94117.0",2538,kates kitchen,73.0,2017.0,471 haight,kates,37.772163,-122.429927
jamba juice #796,Food Services,,865 market st,CA,San Francisco,94103.0,07/01/1995,10/28/2015,South of Market,"865 MARKET ST
San Francisco, CA 94103
(37.784904, -122.406929)",6.0,7424.0,yes,,865 market,jamba,jamba865 market,"865 market st, San Francisco, CA, 94103.0",86156,jamba juice,93.0,2017.0,865 market,jamba,,
jamba juice,Food Services,"Restaurant Less Than 1,000 Sqft",865 market st,CA,San Francisco,94102.0,10/28/2015,,,"865 MARKET ST
SAN FRANCISCO, CA 94102
(37.784904, -122.406929)",,,no,1008.0,865 market,jamba,jamba865 market,"865 market st, San Francisco, CA, 94102.0",86156,jamba juice,93.0,2017.0,865 market,jamba,,
gourmet catering bay area,Food Services,Catering Facility,2200 jerrold ave  #z,CA,San+francisco,94107.0,03/01/2013,,,"2200 JERROLD AVE
Z SAN FRANCISCO, CA 94107
(37.744452, -122.399369)",,,no,1979.0,2200 jerrold,gourmet,gourmet2200 jerrold,"2200 jerrold ave  #z, San+francisco, CA, 94107.0",80237,gourmet catering bay area,98.0,2017.0,2200 jerrold,gourmet,,
washington bakery  restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",733 washington st,CA,San Francisco,94108.0,08/05/1998,,Chinatown,"733 WASHINGTON ST
San Francisco, CA 94108
(37.79519, -122.406098)",3.0,,no,7301.0,733 washington,washington,washington733 washington,"733 washington st, San Francisco, CA, 94108.0",3816,washington bakery  restaurant,67.0,2017.0,733 washington,washington,37.795174,-122.405845
sotto mare oysteria  seafood restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",552 green st,CA,San Francisco,94133.0,10/01/2014,,,"552 GREEN ST
SAN FRANCISCO, CA 94133
(37.799606, -122.408276)",,,no,1400.0,552 green,sotto,sotto552 green,"552 green st, San Francisco, CA, 94133.0",80931,sotto mare oysteria  seafood,80.0,2018.0,552 green,sotto,,
tao sushi,Food Services,"Restaurant 1,000 - 2,000 Sqft",4808 mission st,CA,San Francisco,94112.0,08/27/2014,,,"4808 MISSION ST
SAN FRANCISCO, CA 94112
(37.721062, -122.437545)",,,no,1435.0,4808 mission,tao,tao4808 mission,"4808 mission st, San Francisco, CA, 94112.0",80587,tao sushi,83.0,2017.0,4808 mission,tao,,
inticing creations,Food Services,Retail Bakeries With Food Prep,438 clementina st,CA,San Francisco,94103.0,01/25/2010,,South of Market,"438 CLEMENTINA ST
SAN FRANCISCO, CA 94103
(37.779979, -122.404872)",6.0,,no,3110.0,438 clementina,inticing,inticing438 clementina,"438 clementina st, San Francisco, CA, 94103.0",69437,inticing creations,100.0,2016.0,438 clementina,inticing,37.780068,-122.40485
marcellos pizza,Food Services,"Restaurant Less Than 1,000 Sqft",420 castro st,CA,San Francisco,94114.0,01/03/1996,,Castro/Upper Market,"420 CASTRO ST
San Francisco, CA 94114
(37.761285, -122.435035)",8.0,,no,8246.0,420 castro,marcellos,marcellos420 castro,"420 castro st, San Francisco, CA, 94114.0",902,marcellos pizza,97.0,2018.0,420 castro,marcellos,37.762057,-122.435145
old bus tavern,Food Services,Multiple,3193 mission st,CA,San Francisco,94110.0,11/03/2014,,,"3193 MISSION ST
SAN FRANCISCO, CA 94110
(37.745846, -122.419732)",,,no,1367.0,3193 mission,old,old3193 mission,"3193 mission st, San Francisco, CA, 94110.0",82803,old bus tavern,99.0,2018.0,3193 mission,old,,
starbucks coffee #6927,Food Services,Multiple,685 beach st,CA,San Francisco,94109.0,03/03/1992,,,"685 BEACH ST
SAN FRANCISCO, CA 94109
(37.806753, -122.419863)",,,no,9647.0,685 beach,starbucks,starbucks685 beach,"685 beach st, San Francisco, CA, 94109.0",78724,starbucks coffee,100.0,2017.0,685 beach,starbucks,,
benihana of tokyo,Food Services,Multiple,1737 post st,CA,San Francisco,94115.0,05/31/1995,,,"1737 POST ST
SAN FRANCISCO, CA 94115
(37.785551, -122.430082)",,,no,8463.0,1737 post,benihana,benihana1737 post,"1737 post st, San Francisco, CA, 94115.0",3690,benihana of tokyo,96.0,2016.0,1737 post,benihana,37.785457,-122.430317
pineapple king bakery inc,Food Services,"Restaurant Less Than 1,000 Sqft",1915 irving st,CA,San Francisco,94122.0,11/17/2014,,,"1915 IRVING ST
SAN FRANCISCO, CA 94122
(37.763524, -122.478357)",,,no,1353.0,1915 irving,pineapple,pineapple1915 irving,"1915 irving st, San Francisco, CA, 94122.0",81258,pineapple king bakery,90.0,2017.0,1915 irving,pineapple,,
sammys gourmet deli  cafe,Food Services,,1416 bush st,CA,San Francisco,94109.0,02/07/2000,,,"1416 BUSH ST
SAN FRANCISCO, CA 94109
(37.788666, -122.420569)",,,no,6750.0,1416 bush,sammys,sammys1416 bush,"1416 bush st, San Francisco, CA, 94109.0",81383,sammys cafe,96.0,2018.0,1416 bush,sammys,,
sammys cafe,Food Services,"Restaurant Less Than 1,000 Sqft",1416 bush st,CA,San Francisco,94109.0,02/07/2000,,,"1416 BUSH ST
SAN FRANCISCO, CA 94109
(37.788666, -122.420569)",,,no,6750.0,1416 bush,sammys,sammys1416 bush,"1416 bush st, San Francisco, CA, 94109.0",81383,sammys cafe,96.0,2018.0,1416 bush,sammys,,
best beverage catering,Food Services,"Restaurant Less Than 1,000 Sqft",1290 sutter st,CA,San Francisco,94109.0,02/01/1995,,Nob Hill,"1290 SUTTER ST
SAN FRANCISCO, CA 94109
(37.787542, -122.421843)",3.0,,no,8582.0,1290 sutter,best,best1290 sutter,"1290 sutter st, San Francisco, CA, 94109.0",80989,best beverage catering,89.0,2017.0,1290 sutter,best,,
blue bottle coffee,Food Services,,1 mint plz,CA,San Francisco,94103.0,08/18/2008,,South of Market,"1 MINT PLZ
SAN FRANCISCO, CA 94103
",6.0,,no,3635.0,1 mint,blue,blue1 mint,"1 mint plz, San Francisco, CA, 94103.0",80974,blue bottle coffee,89.0,2016.0,1 mint,blue,,
blue bottle coffee,Food Services,"Restaurant Less Than 1,000 Sqft",115 sansome st,CA,San Francisco,94104.0,08/18/2008,,,"115 SANSOME ST
SAN FRANCISCO, CA 94104
(37.791458, -122.400816)",,,no,3635.0,115 sansome,blue,blue115 sansome,"115 sansome st, San Francisco, CA, 94104.0",82930,blue bottle coffee,95.5,2017.0,115 sansome,blue,,
lord stanley,Food Services,"Restaurant 1,000 - 2,000 Sqft",2065 polk st,CA,San Francisco,94109.0,11/21/2014,,,"2065 POLK ST
SAN FRANCISCO, CA 94109
(37.795599, -122.42171)",,,no,1349.0,2065 polk,lord,lord2065 polk,"2065 polk st, San Francisco, CA, 94109.0",82090,lord stanley,96.0,2018.0,2065 polk,lord,,
spicy queen,Food Services,"Restaurant Greater Than 2,000 Sqft",3809 geary blvd,CA,San Francisco,94118.0,12/02/2014,,,"3809 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781145, -122.460264)",,,no,1338.0,3809 geary,spicy,spicy3809 geary,"3809 geary blvd, San Francisco, CA, 94118.0",81103,spicy queen,85.0,2018.0,3809 geary,spicy,,
wild flower cafe,Food Services,Multiple,411 sansome st,CA,San Francisco,94111.0,12/02/2014,,,"411 SANSOME ST
SAN FRANCISCO, CA 94111
(37.794076, -122.401359)",,,no,1338.0,411 sansome,wild,wild411 sansome,"411 sansome st, San Francisco, CA, 94111.0",81349,wild flower cafe,90.0,2017.0,411 sansome,wild,,
emmys spaghetti shack,Food Services,,3230 mission st,CA,San Francisco,94110.0,09/01/2002,06/15/2017,,"3230 MISSION ST
SAN FRANCISCO, CA 94110
(37.744925, -122.420325)",,5401.0,yes,,3230 mission,emmys,emmys3230 mission,"3230 mission st, San Francisco, CA, 94110.0",92099,emmys spaghetti shack,90.0,2018.0,3230 mission,emmys,,
emmys spaghetti shack,Food Services,"Restaurant 1,000 - 2,000 Sqft",3230 mission st,CA,San Francisco,94110.0,06/16/2017,,,,,,no,411.0,3230 mission,emmys,emmys3230 mission,"3230 mission st, San Francisco, CA, 94110.0",92099,emmys spaghetti shack,90.0,2018.0,3230 mission,emmys,,
arsicault bakery,Food Services,Retail Bakeries With Food Prep,397 arguello blvd,CA,San Francisco,94118.0,12/04/2014,,,"397 ARGUELLO BLVD
SAN FRANCISCO, CA 94118
(37.783229, -122.459026)",,,no,1336.0,397 arguello,arsicault,arsicault397 arguello,"397 arguello blvd, San Francisco, CA, 94118.0",81264,arsicault bakery,95.0,2017.0,397 arguello,arsicault,,
bon appetit  twitter,Food Services,,1455 market street st 900,CA,San Francisco,94103.0,07/01/1987,,South of Market,,6.0,,no,11354.0,1455 market,bon,bon1455 market,"1455 market street st 900, San Francisco, CA, 94103.0",81356,bon appetit,100.0,2018.0,1455 market,bon,,
bon appetit  twitter,Food Services,,1455 market street st 900,CA,San Francisco,94103.0,07/01/1987,,South of Market,,6.0,,no,11354.0,1455 market,bon,bon1455 market,"1455 market street st 900, San Francisco, CA, 94103.0",84339,bon appetit management co,98.0,2018.0,1455 market,bon,,
bon appetit  twitter,Food Services,,1455 market street st 900,CA,San Francisco,94103.0,07/01/1987,,South of Market,,6.0,,no,11354.0,1455 market,bon,bon1455 market,"1455 market street st 900, San Francisco, CA, 94103.0",87469,bon appetit management co,98.0,2018.0,1455 market,bon,,
bon appetit  twitter,Food Services,,1455 market street st 900,CA,San Francisco,94103.0,07/01/1987,,South of Market,,6.0,,no,11354.0,1455 market,bon,bon1455 market,"1455 market street st 900, San Francisco, CA, 94103.0",87793,bon appetit management company,93.5,2018.0,1455 market,bon,,
golden chariot bakery  rest,Food Services,"Restaurant 1,000 - 2,000 Sqft",3308 balboa st,CA,San Francisco,94121.0,08/01/1996,,Outer Richmond,"3308 BALBOA ST
San Francisco, CA 94121
(37.775842, -122.494386)",1.0,,no,8035.0,3308 balboa,golden,golden3308 balboa,"3308 balboa st, San Francisco, CA, 94121.0",1978,golden chariot bakery  rest,76.5,2018.0,3308 balboa,golden,37.77587800000001,-122.494382
toast eatery,Food Services,"Restaurant 1,000 - 2,000 Sqft",160 west portal ave,CA,San Francisco,94127.0,12/10/2014,,,"160 WEST PORTAL AVE
SAN FRANCISCO, CA 94127
(37.7391, -122.467804)",,,no,1330.0,160 west,toast,toast160 west,"160 west portal ave, San Francisco, CA, 94127.0",80417,toast eatery,83.5,2018.0,160 west,toast,,
taqueria san jose no 1,Food Services,Multiple,2830 mission st,CA,San Francisco,94110.0,07/01/1996,,Mission,"2830 MISSION ST
San Francisco, CA 94110
(37.751763, -122.418398)",9.0,,no,8066.0,2830 mission,taqueria,taqueria2830 mission,"2830 mission st, San Francisco, CA, 94110.0",2358,taqueria san jose #1,84.0,2018.0,2830 mission,taqueria,37.751687,-122.418455
kung food,Food Services,"Restaurant Less Than 1,000 Sqft",1615 mcallister st,CA,San Francisco,94117.0,12/10/2014,,,"1615 MCALLISTER ST
SAN FRANCISCO, CA 94117
(37.777756, -122.438646)",,,no,1330.0,1615 mcallister,kung,kung1615 mcallister,"1615 mcallister st, San Francisco, CA, 94117.0",82022,kung food,81.0,2018.0,1615 mcallister,kung,,
durso cafe  juice bar,Food Services,"Restaurant 1,000 - 2,000 Sqft",236 townsend st,CA,San Francisco,94107.0,12/11/2014,,,"236 TOWNSEND ST
SAN FRANCISCO, CA 94107
(37.777971, -122.393886)",,,no,1329.0,236 townsend,durso,durso236 townsend,"236 townsend st, San Francisco, CA, 94107.0",81512,durso cafe and juice bar,96.0,2018.0,236 townsend,durso,,
hong kong restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",2728 san bruno ave,CA,San Francisco,94134.0,04/01/1994,,Portola,"2728 SAN BRUNO AVE
San Francisco, CA 94134
(37.7272, -122.40343)",9.0,,no,8888.0,2728 san,hong,hong2728 san,"2728 san bruno ave, San Francisco, CA, 94134.0",2599,hong kong restaurant,80.0,2018.0,2728 san,hong,37.727159,-122.403452
marla bakery,Food Services,Caterer Retail Food Vehicles,85 bartlett st,CA,San Francisco,94110.0,04/01/2013,,,"85 BARTLETT ST
SAN FRANCISCO, CA 94110
(37.755482, -122.41989)",,,no,1948.0,85 bartlett,marla,marla85 bartlett,"85 bartlett st, San Francisco, CA, 94110.0",85350,marla bakery,93.5,2016.0,85 bartlett,marla,,
the flying falafel,Food Services,"Restaurant Less Than 1,000 Sqft",1051 market st,CA,San Francisco,94103.0,12/17/2014,,,"1051 MARKET ST
SAN FRANCISCO, CA 94103
(37.781303, -122.411481)",,,no,1323.0,1051 market,the,the1051 market,"1051 market st, San Francisco, CA, 94103.0",81509,the flying falafel,83.0,2018.0,1051 market,the,,
dona mago mexican restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",301 south van ness ave,CA,San Francisco,94103.0,12/22/2008,,,"301 SOUTH VAN NESS AVE
SAN FRANCISCO, CA 94103
(37.768222, -122.417777)",,,no,3509.0,301 south,dona,dona301 south,"301 south van ness ave, San Francisco, CA, 94103.0",81602,dona mayo mexican restaurant,86.0,2018.0,301 south,dona,,
la noissette cafe and deli,Food Services,"Restaurant Less Than 1,000 Sqft",1905 mission st,CA,San Francisco,94103.0,12/23/2014,,,"1905 MISSION ST
SAN FRANCISCO, CA 94103
(37.766529, -122.419807)",,,no,1317.0,1905 mission,la,la1905 mission,"1905 mission st, San Francisco, CA, 94103.0",81484,la noisette café and deli,89.0,2018.0,1905 mission,la,,
lous cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",1508 taraval st,CA,San Francisco,94116.0,12/26/2014,,,"1508 TARAVAL ST
SAN FRANCISCO, CA 94116
(37.742763, -122.482407)",,,no,1314.0,1508 taraval,lous,lous1508 taraval,"1508 taraval st, San Francisco, CA, 94116.0",79564,lous cafe,86.5,2018.0,1508 taraval,lous,,
cool cravings ii llc,Food Services,,1635 divisadero st 145,CA,San Francisco,94112.0,11/09/2017,,Japantown,,5.0,,no,265.0,1635 divisadero,cool,cool1635 divisadero,"1635 divisadero st 145, San Francisco, CA, 94112.0",81521,cool cravings cafe  deli,87.0,2018.0,1635 divisadero,cool,,
mateos bay area hot dogs,Food Services,Multiple,833 bryant st,CA,San Francisco,94103.0,05/18/2007,,South of Market,"833 BRYANT ST
SAN FRANCISCO, CA 94103
(37.775419, -122.403305)",6.0,,no,4093.0,833 bryant,mateos,mateos833 bryant,"833 bryant st, San Francisco, CA, 94103.0",39481,mateos bay area hot dogs,91.0,2018.0,833 bryant,mateos,,
liholiho yacht club,Food Services,Multiple,871 sutter st,CA,San Francisco,94109.0,12/31/2014,,Nob Hill,"871 SUTTER ST
SAN FRANCISCO, CA 94109
(37.788468, -122.414623)",3.0,,no,1309.0,871 sutter,liholiho,liholiho871 sutter,"871 sutter st, San Francisco, CA, 94109.0",80405,liholiho yacht club,98.0,2017.0,871 sutter,liholiho,,
the pin up,Food Services,"Restaurant 1,000 - 2,000 Sqft",772 folsom st,CA,San Francisco,94108.0,01/01/2015,,,"772 FOLSOM ST
SAN FRANCISCO, CA 94108
(37.782011, -122.401194)",,,no,1308.0,772 folsom,the,the772 folsom,"772 folsom st, San Francisco, CA, 94108.0",82656,the pin up,85.5,2018.0,772 folsom,the,,
belle cora,Food Services,Multiple,565 green st,CA,San Francisco,94133.0,01/06/2015,,,"565 GREEN ST
SAN FRANCISCO, CA 94133
(37.799591, -122.408422)",,,no,1303.0,565 green,belle,belle565 green,"565 green st, San Francisco, CA, 94133.0",81705,belle cora,82.0,2018.0,565 green,belle,,
chai bar by david rio,Food Services,Multiple,1019 market st,CA,San Francisco,94103.0,10/20/2014,,South of Market,"1019 MARKET ST
San Francisco, CA 94103
(37.781916, -122.410694)",6.0,,no,1381.0,1019 market,chai,chai1019 market,"1019 market st, San Francisco, CA, 94103.0",82009,chai bar by david rio,96.0,2018.0,1019 market,chai,,
americana grill  fountain,Food Services,"Restaurant 1,000 - 2,000 Sqft",3532 balboa st,CA,San Francisco,94121.0,04/01/1998,,Outer Richmond,"3532 BALBOA ST
SAN FRANCISCO, CA 94121
(37.775734, -122.4968)",1.0,,no,7427.0,3532 balboa,americana,americana3532 balboa,"3532 balboa st, San Francisco, CA, 94121.0",2505,americana grill  fountain,93.0,2018.0,3532 balboa,americana,37.775806,-122.496608
native juice co,Food Services,,168 sutter st,CA,San Francisco,94104.0,06/01/2013,12/31/2016,Financial District/South Beach,"168 SUTTER ST
San Francisco, CA 94104
(37.789894, -122.403365)",3.0,1309.0,yes,,168 sutter,native,native168 sutter,"168 sutter st, San Francisco, CA, 94104.0",93617,native co,84.0,2017.0,168 sutter,native,,
native co,Food Services,"Restaurant 1,000 - 2,000 Sqft",168 sutter st,CA,San Francisco,94104.0,01/01/2017,,,,,,no,577.0,168 sutter,native,native168 sutter,"168 sutter st, San Francisco, CA, 94104.0",93617,native co,84.0,2017.0,168 sutter,native,,
