business_name,lic_code,business_start_date,business_end_date,Lifespan,closed,age_if_opened,full_address,business_id,name,MA,year,lati,longi
hookers sweet treats,"Restaurant Less Than 1,000 Sqft",12/12/2008,,,no,3519.0,"442 hyde st, San Francisco, CA, 94109",62939,hookers sweet treats,98.0,2018.0,37.784869,-122.416078
cafe enchante sf,"Restaurant 1,000 - 2,000 Sqft",11/13/2008,,,no,3548.0,"6157 geary blvd, San Francisco, CA, 94121",57628,cafe enchante,94.0,2018.0,37.779953000000006,-122.485327
macha cafe,,10/17/2014,07/15/2016,637.0,yes,,"1355 sutter st, San Francisco, CA, 94109",88382,macha cafe,88.5,2017.0,37.7871772,-122.4229237
pizzetta 211,"Restaurant Less Than 1,000 Sqft",01/14/2009,,,no,3486.0,"211 23rd ave, San Francisco, CA, 94121",40217,pizzetta 211,82.0,2018.0,37.783758,-122.48288500000001
piccadilly fish  chip,"Restaurant Less Than 1,000 Sqft",01/01/2009,,,no,3499.0,"1348 polk st, San Francisco, CA, 94109",64379,piccadilly fish  chips,94.0,2018.0,37.789299,-122.42035200000001
cafe la taza,"Restaurant Less Than 1,000 Sqft",12/27/2006,,,no,4235.0,"470 post st, San Francisco, CA, 94102",10433,cafe la taza,80.0,2017.0,37.788128,-122.409705
jelly donuts,,08/13/2015,,,no,1084.0,"3198 24th st, San Francisco, CA, 9411",38929,jelly donut,79.5,2018.0,37.752439,-122.41625
bund shanghai restaurant,Multiple,02/04/2015,,,no,1274.0,"640 jackson st, San Francisco, CA, 94133",83424,bund shanghai restaurant,78.0,2017.0,37.7962641,-122.40595970000001
naples pizzarella,"Restaurant Less Than 1,000 Sqft",01/01/2009,,,no,3499.0,"1192 geneva ave, San Francisco, CA, 94112",58922,naples pizzarella,93.0,2017.0,37.714324,-122.43651200000001
tj cafe,"Restaurant Less Than 1,000 Sqft",11/14/2013,,,no,1721.0,"724 la playa st, San Francisco, CA, 94121",77169,tj cafe,94.0,2018.0,37.774829600000004,-122.50997439999999
fleur de sel,"Restaurant Less Than 1,000 Sqft",07/17/2017,,,no,380.0,"308 kearny st, San Francisco, CA, 94108",92592,fleur de sel,66.0,2017.0,37.791005600000005,-122.40387520000002
tonys pizza napoletana,Multiple,02/10/2009,,,no,3459.0,"1570 stockton st, San Francisco, CA, 94133",58879,tonys pizza,88.0,2018.0,37.800297,-122.409107
jang soo bbq,"Restaurant 1,000 - 2,000 Sqft",02/11/2009,,,no,3458.0,"6314 geary blvd, San Francisco, CA, 94121",67043,jang soo bbq,84.0,2017.0,37.780068,-122.487241
mission chinese food sf,"Restaurant 1,000 - 2,000 Sqft",04/15/2013,,,no,1934.0,"2234 mission st, San Francisco, CA, 9411",78215,mission chinese food sf,77.5,2018.0,37.76119179999999,-122.4196008
ninas cafe,"Restaurant Less Than 1,000 Sqft",02/25/2009,,,no,3444.0,"201 fell st, San Francisco, CA, 94102",59041,ninas cafe,91.0,2017.0,37.7761,-122.421177
roti indian bistro,"Restaurant 1,000 - 2,000 Sqft",01/01/2007,,,no,4230.0,"53 west portal ave, San Francisco, CA, 94127",33641,roti indian bistro,82.5,2018.0,37.740227000000004,-122.466338
arabi mediterranean cuisine,"Restaurant Less Than 1,000 Sqft",04/01/2009,,,no,3409.0,"101 spear st, San Francisco, CA, 94105",60475,arabi mediterranean cuisine,92.0,2017.0,37.792549,-122.3930995
brioche bakery  cafe,"Restaurant Less Than 1,000 Sqft",04/01/2013,,,no,1948.0,"210 columbus ave, San Francisco, CA, 94133",75523,brioche bakery  cafe,84.5,2017.0,37.79732429999999,-122.4056692
bottom of the hill,Multiple,01/01/2007,,,no,4230.0,"1233 17th st, San Francisco, CA, 94107",4400,bottom of the hill,94.0,2018.0,37.765117,-122.39613500000002
beautifull llc,"Restaurant 1,000 - 2,000 Sqft",12/31/2011,,,no,2405.0,"3401 california st, San Francisco, CA, 94115",94465,beautifull llc,81.0,2018.0,37.7866079,-122.4502203
cafe me,"Restaurant Less Than 1,000 Sqft",04/01/2009,,,no,3409.0,"500 washington st  #102, San+francisco, CA, 94111",60833,cafe me,100.0,2017.0,37.795698,-122.402014
flour + water,"Restaurant 1,000 - 2,000 Sqft",04/01/2009,,,no,3409.0,"2401 harrison st, San Francisco, CA, 9411",59637,flour  water,84.5,2018.0,37.758913,-122.412426
theos cheesesteak shop,,04/07/2007,09/15/2017,3814.0,yes,,"121 spear st, San Francisco, CA, 94105",34451,theos cheese steak shop,100.0,2017.0,37.7918989,-122.3928335
gourmet carousel,"Restaurant Less Than 1,000 Sqft",04/08/2009,,,no,3402.0,"1559 franklin st, San Francisco, CA, 94109",68160,gourmet carousel,67.5,2017.0,37.789072999999995,-122.42378400000001
china express deli,"Restaurant 1,000 - 2,000 Sqft",04/01/2009,,,no,3409.0,"2732 mission st, San Francisco, CA, 9411",62735,china express deli,83.5,2018.0,37.7533,-122.41863000000001
pho express,"Restaurant Less Than 1,000 Sqft",06/02/2014,,,no,1521.0,"380 bush st 4, San Francisco, CA, 94104",79206,pho express,72.5,2018.0,37.7909941,-122.403893
happy shabu shabu,Multiple,02/15/2007,,,no,4185.0,"1401 fillmore st, San Francisco, CA, 94115",33564,happy shabu shabu,89.0,2018.0,37.782379999999996,-122.432592
nama sushi,"Restaurant 1,000 - 2,000 Sqft",09/25/2008,,,no,3597.0,"227 king st, San Francisco, CA, 94107",19041,nama sushi,85.0,2016.0,37.777398,-122.39239099999999
whats up dog,,09/15/2013,10/07/2016,1118.0,yes,,"300 de haro st, San Francisco, CA, 94103",89790,whats up dog,96.0,2016.0,37.76578060000001,-122.4019828
cozy cable car cafe,"Restaurant Less Than 1,000 Sqft",05/01/2009,,,no,3379.0,"519 powell st, San Francisco, CA, 94108",62060,cozy cable car cafe,99.0,2018.0,37.789521,-122.408736
fondue cowboy,"Restaurant 1,000 - 2,000 Sqft",05/01/2009,,,no,3379.0,"1052 folsom st, San Francisco, CA, 94103",61390,fondue cowboy,95.0,2018.0,37.777504,-122.406948
matching half,"Restaurant Less Than 1,000 Sqft",05/12/2009,,,no,3368.0,"1799 mcallister st, San Francisco, CA, 94115",60554,matching half,93.0,2018.0,37.777363,-122.441446
zantes pizza inc,"Restaurant 1,000 - 2,000 Sqft",05/22/2009,,,no,3358.0,"3489 mission st, San Francisco, CA, 9411",59935,zantes pizza,91.0,2018.0,37.741184000000004,-122.422693
smokin warehouse bbq mobile,Storage & Use Of Flammable Or Combustible Liquids,06/01/2009,,,no,3348.0,"1465 carroll ave, San Francisco, CA, 94124",63896,smokin warehouse bbq,89.5,2017.0,37.723465999999995,-122.390795
smokin warehouse bbq,"Restaurant 1,000 - 2,000 Sqft",06/01/2009,,,no,3348.0,"3336 sacramento st, San Francisco, CA, 94118",78184,smokin warehouse bbq,85.0,2018.0,37.788293100000004,-122.44768590000001
bbc cafe,"Restaurant Less Than 1,000 Sqft",06/01/2009,,,no,3348.0,"1485 bayshore blvd, San Francisco, CA, 94124",64213,bbc cafe,91.0,2017.0,37.726,-122.40159799999999
lottas bakery,Retail Bakeries With Food Prep,02/22/2007,,,no,4178.0,"1720 polk st, San Francisco, CA, 94109",33837,lottas bakery,93.0,2017.0,37.792593,-122.421019
onigilly,"Restaurant Less Than 1,000 Sqft",06/05/2009,,,no,3344.0,"4 embarcadero center, San Francisco, CA, 94111",75437,onigilly llc,100.0,2017.0,37.795389799999995,-122.3961067
j  m a1 cafe restaurant llc,"Restaurant Less Than 1,000 Sqft",06/01/2009,,,no,3348.0,"779 clay st, San Francisco, CA, 94108",99,j  m a1 cafe restaurant llc,79.0,2017.0,37.794292999999996,-122.40596699999999
haus coffee,"Restaurant Less Than 1,000 Sqft",01/01/2012,,,no,2404.0,"3086 24th st, San Francisco, CA, 9411",58573,haus coffee,92.0,2018.0,37.752548,-122.413882
the american grilled cheese ki,"Restaurant Less Than 1,000 Sqft",07/01/2009,,,no,3318.0,"1 south park ave 103a, San+francisco, CA, 94107",61612,the american grilled cheese,95.0,2018.0,37.782268,-122.39306299999998
clay oven indian restaurant,"Restaurant 1,000 - 2,000 Sqft",07/01/2009,,,no,3318.0,"385 west portal ave, San Francisco, CA, 94127",60484,clay oven indian restaurant,90.0,2018.0,37.736779999999996,-122.470377
terrace cafe,"Restaurant 1,000 - 2,000 Sqft",09/01/2011,,,no,2526.0,"2100 webster st 108, San Francisco, CA, 94115",81290,terrace cafe,95.0,2018.0,37.7905249,-122.432128
taqueria castillo b,"Restaurant 1,000 - 2,000 Sqft",07/01/2009,,,no,3318.0,"86 mcallister st, San Francisco, CA, 94102",60355,taqueria castillo b,82.0,2018.0,37.780994,-122.41363700000001
taqueria castillo b2,"Restaurant 1,000 - 2,000 Sqft",07/01/2009,,,no,3318.0,"10 mason st, San Francisco, CA, 94102",60354,taqueria castillo b,82.0,2017.0,37.783527,-122.40906100000001
hongs kitchen,"Restaurant Less Than 1,000 Sqft",07/01/2009,,,no,3318.0,"3917 noriega st, San Francisco, CA, 94122",60115,hongs kitchen,75.5,2017.0,37.752922999999996,-122.50575900000001
pizzelle di north beach,Multiple,03/23/2007,,,no,4149.0,"314 columbus ave, San Francisco, CA, 94133",39693,pizzelle di north beach,88.0,2017.0,37.798065,-122.40685500000001
the groveyerba buena,Multiple,07/15/2009,,,no,3304.0,"690 mission st, San Francisco, CA, 94105",61602,the grove,87.5,2018.0,37.786474,-122.40178799999998
gold coast grill  catering,"Restaurant Greater Than 2,000 Sqft",11/01/2010,,,no,2830.0,"1650 holloway ave c134, San Francisco, CA, 94132",64513,gold coast grill  catering,93.0,2018.0,37.720894,-122.478029
credo,Multiple,08/03/2009,,,no,3285.0,"360 pine st, San Francisco, CA, 94104",61635,credo restaurant,91.0,2017.0,37.792035999999996,-122.402002
naked lunch,,05/16/2011,,,no,2634.0,"504 broadway st, San+francisco, CA, 94133",65857,naked lunch,85.0,2017.0,37.798028,-122.405673
hong kee  kim,Multiple,08/01/2009,,,no,3287.0,"91 drumm st, San Francisco, CA, 94111",69962,hong kee  kim,80.5,2017.0,37.7944258,-122.396795
papa johns pizza,"Restaurant Less Than 1,000 Sqft",09/01/2009,,,no,3256.0,"69 cambon dr, San Francisco, CA, 94132",60649,papa johns pizza,96.0,2018.0,37.717766,-122.47438600000001
papa johns pizza,"Restaurant Less Than 1,000 Sqft",09/01/2009,,,no,3256.0,"969 sutter st, San Francisco, CA, 94109",71469,papa johns pizza,90.5,2018.0,37.78813299999999,-122.4162759
mikaku restaurant,"Restaurant 1,000 - 2,000 Sqft",08/10/2009,,,no,3278.0,"323 grant ave, San Francisco, CA, 94108",60472,mikaku restaurant,85.0,2017.0,37.78999500000001,-122.405484
quince restaurant,Multiple,08/12/2009,,,no,3276.0,"470 pacific ave, San Francisco, CA, 94133",61001,quince restaurant,100.0,2018.0,37.797378,-122.40334399999999
venga empanadas,Multiple,01/19/2009,,,no,3481.0,"443 valencia st, San Francisco, CA, 94103",65791,venga empanadas,88.0,2018.0,37.76583400000001,-122.421926
pearls deluxe burgers llc,"Restaurant Less Than 1,000 Sqft",07/15/2009,,,no,3304.0,"708 post st, San Francisco, CA, 94109",65898,pearls deluxe burgers,98.0,2017.0,37.787677,-122.413634
the mayflower,"Restaurant Less Than 1,000 Sqft",08/13/2013,,,no,1814.0,"1422 ocean av, San Francisco, CA, 94132",75888,the mayflower,91.0,2017.0,37.7243691,-122.4577135
lalita thai restaurant  bar,Multiple,05/05/2007,,,no,4106.0,"96 mcallister st, San Francisco, CA, 94102",33920,lalita thai restaurant  bar,77.0,2018.0,37.780989,-122.41368600000001
ninki sushi bar and restaurant,"Restaurant Less Than 1,000 Sqft",08/18/2009,,,no,3270.0,"1439 taraval st, San Francisco, CA, 94116",60518,ninki sushi bar  restaurant,82.0,2017.0,37.742743,-122.481749
yummy bbq kitchen,"Restaurant 1,000 - 2,000 Sqft",08/15/2009,,,no,3273.0,"683 broadway st, San Francisco, CA, 94133",59515,yummy bbq kitchen,76.0,2017.0,37.797663,-122.408377
the deli lama,Multiple,10/01/2009,,,no,3226.0,"150 toland st 7, San Francisco, CA, 94124",61187,the deli lama,96.0,2017.0,37.746322,-122.39679299999999
lolo valencia,,05/07/2007,,,no,4104.0,"974 valencia st, San Francisco, CA, 9411",77462,lolo restaurant,93.0,2018.0,37.7573266,-122.42141869999999
pampanguena cuisine,"Restaurant Less Than 1,000 Sqft",08/26/2009,,,no,3262.0,"4441 mission st, San Francisco, CA, 94112",62179,pampanguena cuisine,91.0,2018.0,37.727111,-122.432926
vietnam house,"Restaurant Less Than 1,000 Sqft",01/08/2015,,,no,1301.0,"642 eddy st, San Francisco, CA, 94109",81839,vietnam house,70.5,2017.0,37.78347410000001,-122.4183574
brothers pizza,"Restaurant Less Than 1,000 Sqft",09/14/2009,,,no,3243.0,"3627 taraval st, San Francisco, CA, 94116",61598,brothers pizza,96.0,2018.0,37.741723,-122.505149
lous cafe,"Restaurant Less Than 1,000 Sqft",09/14/2009,,,no,3243.0,"5017 geary blvd, San Francisco, CA, 94118",61136,lous cafe,86.0,2017.0,37.780543,-122.473129
durty nellys llc,"Restaurant 1,000 - 2,000 Sqft",05/01/2013,,,no,1918.0,"2328 irving st, San Francisco, CA, 94122",75235,durty nellys llc,93.0,2017.0,37.763471100000004,-122.4830551
sushi raw #3,,10/15/2009,,,no,3212.0,"682 haight st, San Francisco, CA, 94117",61206,sushi raw #3,86.0,2016.0,37.771782,-122.433435
daniels cafe,"Restaurant Less Than 1,000 Sqft",07/27/2012,,,no,2196.0,"154 ellis st, San Francisco, CA, 94102",69705,daniels cafe,91.0,2017.0,37.785534999999996,-122.4089452
olea restaurant,,05/01/2012,12/31/2016,1705.0,yes,,"1494 california st, San Francisco, CA, 94109",90930,olea restaurant,96.0,2018.0,37.7910365,-122.41899699999999
western donut,,06/29/2016,,,no,763.0,"2034 mission st, San Francisco, CA, 9411",90525,western donut,78.0,2018.0,37.766890999999994,-122.419513
burger bar san francisco,Multiple,10/16/2009,,,no,3211.0,"251 geary st 6th fl, San Francisco, CA, 94102",61180,burger bar sf,86.0,2018.0,37.787423,-122.407417
paulies pickling,Retail Food Market W/food Prep. Lt 5001 Sqft,10/07/2009,,,no,3220.0,"331 cortland ave, San Francisco, CA, 9411",61806,paulies pickling,100.0,2018.0,37.739360600000005,-122.41800220000002
caffe la stazione,Mobile Food Facility 4,11/15/2009,,,no,3181.0,"701 pennsylvania ave 101, San Francisco, CA, 94107",62067,caffe la stazione,93.0,2018.0,37.757364,-122.39306599999999
a1 liquor grocery  deli,Multiple,11/09/2009,,,no,3187.0,"4055 irving st, San Francisco, CA, 94122",61493,a1 liquor  grocery,91.0,2017.0,37.762434000000006,-122.501281
hall of flame burgers,,08/01/2014,01/01/2016,518.0,yes,,"73 cambon dr, San Francisco, CA, 94132",86172,hall of flame burgers,97.0,2018.0,37.717698399999996,-122.47384109999999
vinyl,Take-Out Establishment,08/26/2007,,,no,3993.0,"359 divisadero st, San Francisco, CA, 94117",68130,vinyl cafe and wine bar,78.0,2018.0,37.772748,-122.43741399999999
twin peaks pizza and pasta,"Restaurant Less Than 1,000 Sqft",01/30/2015,,,no,1279.0,"1681 church st, San Francisco, CA, 94131",83953,twin peaks pizza and pasta,90.5,2017.0,37.7439968,-122.426452
baiano pizzeria,"Restaurant 1,000 - 2,000 Sqft",02/01/2015,,,no,1277.0,"1330 9th ave, San Francisco, CA, 94122",74794,baiano pizzeria,93.5,2018.0,37.7634323,-122.4660298
tadu ethiopian kitchen,"Restaurant Less Than 1,000 Sqft",11/15/2009,,,no,3181.0,"484 ellis st, San Francisco, CA, 94102",80361,tadu ethiopian kitchen,95.0,2018.0,37.7847934,-122.41418840000001
cafe zoetrope,Multiple,01/01/2010,,,no,3134.0,"916 kearny st, San Francisco, CA, 94133",1534,cafe niebaum coppola,88.0,2016.0,37.796517,-122.40516699999999
chabaa thai cuisine 420 inc,"Restaurant 1,000 - 2,000 Sqft",09/01/2011,,,no,2526.0,"420 geary st, San Francisco, CA, 94102",69387,chabaa thai cuisine,90.0,2017.0,37.787178000000004,-122.41023700000001
el paraiso,"Restaurant Less Than 1,000 Sqft",01/01/2008,,,no,3865.0,"1198 treat av, San Francisco, CA, 9411",63286,el paraiso,84.0,2017.0,37.751064500000005,-122.41298290000002
izakaya yuzuki,"Restaurant 1,000 - 2,000 Sqft",06/23/2011,,,no,2596.0,"598 guerrero st, San Francisco, CA, 9411",66895,izakaya yuzuki,88.0,2016.0,37.761603,-122.423869
china house jumbo seafood rst,Multiple,09/01/2007,,,no,3987.0,"2237 powell st, San Francisco, CA, 94133",37389,china house jumbo seafood restaurant,88.0,2018.0,37.805514,-122.411914
happy lounge,Multiple,12/15/2009,,,no,3151.0,"3745 geary blvd, San Francisco, CA, 94118",61500,happy lounge,97.0,2017.0,37.781143,-122.459709
donairos pizza,"Restaurant Less Than 1,000 Sqft",01/01/2010,,,no,3134.0,"6905 geary blvd, San Francisco, CA, 94121",61641,donairos pizza,97.0,2018.0,37.779663,-122.493618
joanies diner inc,"Restaurant 1,000 - 2,000 Sqft",01/01/2010,,,no,3134.0,"1329 columbus ave, San Francisco, CA, 94133",2044,joanies diner inc,93.5,2018.0,37.806546000000004,-122.41927700000001
indian oven,"Restaurant Greater Than 2,000 Sqft",12/17/2009,,,no,3149.0,"233 fillmore st, San Francisco, CA, 94117",63287,indian oven,65.0,2017.0,37.771682,-122.43042700000001
j  v catering and restaurant,"Restaurant Greater Than 2,000 Sqft",01/01/2010,,,no,3134.0,"2020 jerrold ave, San Francisco, CA, 94124",62176,j  v catering,80.5,2017.0,37.743496,-122.39731699999999
green bar,"Restaurant Greater Than 2,000 Sqft",09/06/2011,,,no,2521.0,"3 embarcadero ctr lobby lv, San+francisco, CA, 94111",81245,green bar,97.0,2017.0,37.7950237,-122.39730829999999
live sushi bistro,"Restaurant 1,000 - 2,000 Sqft",01/01/2010,,,no,3134.0,"1 gilbert st, San Francisco, CA, 94103",62632,live sushi bistro,81.0,2018.0,37.774759,-122.404133
schilling  co,"Restaurant 1,000 - 2,000 Sqft",02/01/2010,,,no,3103.0,"667 commercial st, San Francisco, CA, 94111",78988,schilling  co,100.0,2017.0,37.793938700000005,-122.40414070000001
big slice pizza,,12/01/2007,,,no,3896.0,"1535 haight st, San Francisco, CA, 94117",36635,big slice pizza,85.5,2017.0,37.769892999999996,-122.44758799999998
mr and mrs miscellaneous,"Restaurant Less Than 1,000 Sqft",03/15/2010,,,no,3061.0,"699 22nd st, San Francisco, CA, 94107",62251,mr and mrs miscellaneous,100.0,2018.0,37.757908,-122.38818899999998
noodle bar and grill,"Restaurant 1,000 - 2,000 Sqft",04/01/2012,,,no,2313.0,"631 broadway st, San Francisco, CA, 94133",69118,noodle bar and grill,87.5,2017.0,37.797744,-122.40748799999999
lava restaurant  lounge,"Restaurant 1,000 - 2,000 Sqft",01/01/2008,,,no,3865.0,"527 bryant st, San Francisco, CA, 94107",35855,lava restaurant  lounge,88.0,2017.0,37.780728,-122.39652199999999
tiffanys cafe,"Restaurant Less Than 1,000 Sqft",11/01/2016,,,no,638.0,"3801 3rd st, San Francisco, CA, 94124",91245,tiffanys cafe,91.0,2018.0,37.7415154,-122.38734609999999
sushi zen,"Restaurant Less Than 1,000 Sqft",01/01/2010,,,no,3134.0,"1041 taraval st, San Francisco, CA, 94116",20116,sushi zen,87.5,2017.0,37.742933,-122.47745
the spot lounge,"Restaurant 1,000 - 2,000 Sqft",04/28/2015,,,no,1191.0,"2325 taraval st, San Francisco, CA, 94116",83696,the spot lounge,96.0,2016.0,37.7421809,-122.49117369999999
darrens cafe,"Restaurant Less Than 1,000 Sqft",08/01/2012,,,no,2191.0,"2731 taylor st, San Francisco, CA, 94133",69849,darrens cafe,92.0,2018.0,37.80758400000001,-122.41573999999999
knights catering,Catering Facility,02/16/2008,,,no,3819.0,"255 mendell st, San Francisco, CA, 94124",5267,knights catering,98.0,2017.0,37.741939,-122.383872
roam artisan burgers,"Restaurant 1,000 - 2,000 Sqft",02/01/2010,,,no,3103.0,"1785 union st, San Francisco, CA, 94123",63047,roam artisan burgers,94.0,2018.0,37.797954,-122.428477
punjab kabab house,"Restaurant Less Than 1,000 Sqft",03/01/2010,,,no,3075.0,"101 eddy st, San Francisco, CA, 94102",286,punjab kabab house,82.5,2017.0,37.784303,-122.40964699999999
marengo on union,"Restaurant 1,000 - 2,000 Sqft",04/15/2010,,,no,3030.0,"1980 union st, San Francisco, CA, 94123",63124,marengo on union,92.0,2018.0,37.797578,-122.43188300000001
vallartas taco bar,Multiple,02/12/2015,,,no,1266.0,"3033 24th st, San Francisco, CA, 9411",81092,vallartas taco bar,72.0,2018.0,37.752409899999996,-122.4125916
fresh brew coffee,"Restaurant Less Than 1,000 Sqft",12/23/2013,,,no,1682.0,"882 bush st, San Francisco, CA, 94108",77546,fresh brew coffee,95.0,2017.0,37.789893400000004,-122.4118132
pica pica maize kitchen,,04/01/2010,,,no,3044.0,"401 valencia st, San Francisco, CA, 94103",62532,pica pica,88.5,2018.0,37.766394,-122.421986
wayfare tavern,Multiple,04/01/2010,,,no,3044.0,"558 sacramento st, San Francisco, CA, 94111",62701,wayfare tavern,87.0,2017.0,37.793907,-122.402304
estrella taqueria,"Restaurant Less Than 1,000 Sqft",04/03/2010,,,no,3042.0,"380 bush st 6, San Francisco, CA, 94104",70521,estrella taqueria,86.0,2018.0,37.7909262,-122.40385819999999
tasty coffee,"Restaurant Less Than 1,000 Sqft",03/15/2010,,,no,3061.0,"1818 san jose ave, San Francisco, CA, 94112",62560,tasty coffee,87.0,2018.0,37.728688,-122.440358
fish n gari,"Restaurant Less Than 1,000 Sqft",04/15/2010,,,no,3030.0,"1718 polk st, San Francisco, CA, 94109",69759,fish n gari,73.0,2018.0,37.792577,-122.421016
la taqueria guadalajara,"Restaurant Less Than 1,000 Sqft",01/01/2007,,,no,4230.0,"3146 24th st, San Francisco, CA, 9411",32671,la taqueria guadalajara,80.5,2018.0,37.752512,-122.41510900000002
loving hut,,04/05/2010,,,no,3040.0,"845 market st, San Francisco, CA, 94103",62769,loving hut vegan cuisine,78.5,2017.0,37.784219,-122.406176
tortas los picudos,"Restaurant Less Than 1,000 Sqft",04/01/2010,,,no,3044.0,"2969 24th st, San Francisco, CA, 9411",62739,tortas los picudos,92.5,2018.0,37.752653,-122.411359
pizza zone,,02/01/2008,,,no,3834.0,"555 beach st, San Francisco, CA, 94133",76353,pizza zone,98.0,2018.0,37.8068575,-122.41810100000001
nubi yogurt,Take-Out Establishment,04/18/2010,12/29/2017,2812.0,yes,,"2300 16th st 215, San Francisco, CA, 94103",62913,nubi yogurt,99.0,2017.0,37.765708000000004,-122.409002
donuts  things,,04/20/2017,,,no,468.0,"1549 polk st, San Francisco, CA, 94109",93826,donuts  things,83.0,2018.0,37.791245700000005,-122.4210143
toast eatery,"Restaurant 1,000 - 2,000 Sqft",03/25/2008,,,no,3781.0,"3991 24th st, San Francisco, CA, 94114",35862,toast eatery,85.0,2018.0,37.751422999999996,-122.431618
toast eatery sf,"Restaurant 1,000 - 2,000 Sqft",02/15/2011,,,no,2724.0,"1601 polk st, San Francisco, CA, 94109",70717,toast eatery sf,86.0,2018.0,37.791683,-122.42094399999999
nicks crispy tacos,"Restaurant Less Than 1,000 Sqft",03/29/2008,,,no,3777.0,"1500 broadway st, San+francisco, CA, 94109",37818,nicks crispy tacos,82.5,2017.0,37.795991,-122.42181699999999
crown  crumpet,"Restaurant Less Than 1,000 Sqft",05/15/2008,,,no,3730.0,"1746 post st, San Francisco, CA, 94115",73998,crown  crumpet,92.0,2016.0,37.7856787,-122.43057749999998
genji sushi,,01/02/2013,,,no,2037.0,"1150 ocean ave, San Francisco, CA, 94112",84389,genji ocean,98.0,2017.0,37.72379829999999,-122.45455279999999
michael mina,Multiple,05/10/2010,,,no,3005.0,"252 california st, San Francisco, CA, 94111",64380,michael mina restaurant,85.5,2018.0,37.793338,-122.399583
hong kong bakery,Retail Bakeries With Food Prep,01/01/2011,,,no,2769.0,"4711 mission st, San Francisco, CA, 94112",38258,hong kong bakery,77.0,2017.0,37.722898,-122.43608600000002
sushi raw #4,,06/01/2010,,,no,2983.0,"901 taraval st, San Francisco, CA, 94116",63112,sushi raw #4,91.0,2018.0,37.742993,-122.47585900000001
saiwaii ramen,"Restaurant Less Than 1,000 Sqft",05/17/2010,,,no,2998.0,"2240 irving st, San Francisco, CA, 94122",63615,saiwaii ramen,94.0,2017.0,37.763368,-122.482262
susiecakes holdings inc,Retail Bakeries With Food Prep,06/01/2016,,,no,791.0,"2109 chestnut st, San Francisco, CA, 94123",88380,susiecakes holdings inc,99.0,2018.0,37.8004055,-122.43815479999999
oakside cafe,"Restaurant Less Than 1,000 Sqft",06/01/2010,,,no,2983.0,"1195 oak st, San Francisco, CA, 94117",63119,oakside cafe,94.0,2018.0,37.772904,-122.438926
the salad place,"Restaurant Less Than 1,000 Sqft",06/20/2010,,,no,2964.0,"400 london st, San Francisco, CA, 94112",63488,the salad place,95.0,2018.0,37.722649,-122.435305
the brixton,Multiple,06/01/2010,,,no,2983.0,"2140 union st, San Francisco, CA, 94123",65057,the brixton,92.0,2018.0,37.797238,-122.434533
the brick yard,Multiple,06/01/2010,,,no,2983.0,"1787 union st, San Francisco, CA, 94123",63082,the brick yard,82.5,2018.0,37.797933,-122.428627
chili lemon garlic llc,"Restaurant Less Than 1,000 Sqft",07/01/2009,,,no,3318.0,"518 bryant st, San Francisco, CA, 94107",38564,chili lemon garlic,80.0,2018.0,37.780914,-122.39638899999999
darwin cafe,"Restaurant Less Than 1,000 Sqft",07/01/2010,,,no,2953.0,"212 ritch st, San Francisco, CA, 94107",39528,darwin cafe,77.5,2018.0,37.780607,-122.39609899999999
eden cafe,"Restaurant Less Than 1,000 Sqft",07/01/2012,,,no,2222.0,"47 franklin st, San Francisco, CA, 94102",69584,eden cafe,83.0,2018.0,37.775001200000005,-122.4210331
tuba restaurant,"Restaurant 1,000 - 2,000 Sqft",06/23/2015,,,no,1135.0,"1007 guerrero st bldg, San Francisco, CA, 9411",93428,tuba restaurant,89.0,2018.0,37.7548912,-122.4228895
arizmendi bakery 1268,"Restaurant 1,000 - 2,000 Sqft",06/16/2010,,,no,2968.0,"1268 valencia st, San Francisco, CA, 9411",64116,arizmendi bakery,90.0,2018.0,37.752612,-122.42076899999999
the boiling shrimp,,11/13/2014,11/30/2016,748.0,yes,,"150 waverly place, San Francisco, CA, 94108",90139,the spicy shrimp,90.0,2017.0,37.794836600000004,-122.4068215
central kitchen,,03/05/2010,,,no,3071.0,"782 florida st, San Francisco, CA, 9411",68644,central kitchen  salumeria,89.5,2018.0,37.759378999999996,-122.41091499999999
balompie cafe no 3,"Restaurant Less Than 1,000 Sqft",06/12/2008,,,no,3702.0,"3801 mission st, San Francisco, CA, 9411",37304,balompie cafe no 3 inc,80.5,2018.0,37.73598,-122.424438
local edition,Multiple,12/01/2010,,,no,2800.0,"691 market st, San Francisco, CA, 94103",68891,local edition,88.0,2017.0,37.787588,-122.40318880000001
contraband coffee llc,"Restaurant Less Than 1,000 Sqft",07/25/2010,,,no,2929.0,"1415 larkin st, San Francisco, CA, 94109",63618,contraband coffee llc,95.5,2018.0,37.790933,-122.41913999999998
angkor borei restaurant,"Restaurant 1,000 - 2,000 Sqft",07/01/2010,,,no,2953.0,"3471 mission st, San Francisco, CA, 9411",63576,angkor borei restaurant,93.0,2018.0,37.741333000000004,-122.42260300000001
alexanders steakhouse inc,Multiple,07/02/2010,,,no,2952.0,"448 brannan st, San Francisco, CA, 94107",63191,alexanders steakhouse,82.0,2018.0,37.779153,-122.395569
kin khao thai eatery,Multiple,07/12/2010,,,no,2942.0,"55 cyril magnin st, San Francisco, CA, 94102",63554,kin khao thai eatery,91.5,2018.0,37.784965,-122.40861399999999
