alias,categories,display_phone,image_url,is_closed,location,name,price,rating,review_count,transactions,url,lat,long
palomino-san-francisco-3,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bars', 'title': 'Bars'}]",(415) 512-7400,https://s3-media2.fl.yelpcdn.com/bphoto/nbruGuPgRI6okC5vHd1iIQ/o.jpg,False,"{'address1': '345 Spear St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['345 Spear St', 'San Francisco, CA 94105']}",Palomino,$$,3.5,2433,[],https://www.yelp.com/biz/palomino-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7901400640963, -122.389625361692
mazarine-coffee-san-francisco-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 398-7700,https://s3-media1.fl.yelpcdn.com/bphoto/VNd0sQpc4PZGj5RWWH9ECw/o.jpg,False,"{'address1': '720 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['720 Market St', 'San Francisco, CA 94102']}",Mazarine Coffee,$$,4.0,623,[],https://www.yelp.com/biz/mazarine-coffee-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.787579982406, -122.404056472387
capos-chicago-pizza-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",(415) 986-8998,https://s3-media4.fl.yelpcdn.com/bphoto/4lGVbYoPTqHWiO_Mv430UQ/o.jpg,False,"{'address1': '641 Vallejo St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['641 Vallejo St', 'San Francisco, CA 94133']}",Capo's Chicago Pizza,$$,4.0,677,['pickup'],https://www.yelp.com/biz/capos-chicago-pizza-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7985156, -122.4084149
piccolo-petes-cafe-san-francisco,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 483-6416,https://s3-media4.fl.yelpcdn.com/bphoto/6X4jRyfcrJimfhvckD74Iw/o.jpg,False,"{'address1': '2155 Bayshore Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2155 Bayshore Blvd', 'San Francisco, CA 94134']}",Piccolo Petes Cafe,$,5.0,219,[],https://www.yelp.com/biz/piccolo-petes-cafe-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.71257, -122.40082
velvet-cantina-san-francisco,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",(415) 648-4142,https://s3-media3.fl.yelpcdn.com/bphoto/-ldYn_T8Bhi-E5ZDmghYTQ/o.jpg,False,"{'address1': '3349 23rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3349 23rd St', 'San Francisco, CA 94110']}",Velvet Cantina,$$,4.0,1165,['restaurant_reservation'],https://www.yelp.com/biz/velvet-cantina-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.753802, -122.419701
hong-kong-lounge-san-francisco,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",(415) 668-8836,https://s3-media2.fl.yelpcdn.com/bphoto/GLRXV6ZcT59ZjdMu36pUng/o.jpg,False,"{'address1': '5322 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['5322 Geary Blvd', 'San Francisco, CA 94121']}",Hong Kong Lounge,$$,3.5,1478,['pickup'],https://www.yelp.com/biz/hong-kong-lounge-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.780671, -122.476619
destino-san-francisco-4,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",(415) 552-4451,https://s3-media3.fl.yelpcdn.com/bphoto/Mt4gjCGYwrtshTTHPRfLzw/o.jpg,False,"{'address1': '1815 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1815 Market St', 'San Francisco, CA 94103']}",Destino,$$,4.0,1154,[],https://www.yelp.com/biz/destino-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7712546, -122.4237757
magnolia-pub-and-brewery-san-francisco,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",(415) 864-7468,https://s3-media3.fl.yelpcdn.com/bphoto/JRqFoAgoY-1w3RnYpt9D3g/o.jpg,False,"{'address1': '1398 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1398 Haight St', 'San Francisco, CA 94117']}",Magnolia Pub & Brewery,$$,3.5,1699,[],https://www.yelp.com/biz/magnolia-pub-and-brewery-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7703644, -122.4451952
jane-on-fillmore-san-francisco-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 931-5263,https://s3-media2.fl.yelpcdn.com/bphoto/O0D5qVzFpBR_gKgVFbcSDw/o.jpg,False,"{'address1': '2123 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2123 Fillmore St', 'San Francisco, CA 94115']}",Jane on Fillmore,$$,4.0,857,[],https://www.yelp.com/biz/jane-on-fillmore-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78934, -122.43423
the-fly-trap-san-francisco,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 243-0580,https://s3-media1.fl.yelpcdn.com/bphoto/QpN2YKNrNnGHUfwJ9bnUEg/o.jpg,False,"{'address1': '606 Folsom St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['606 Folsom St', 'San Francisco, CA 94107']}",The Fly Trap,$$$,4.0,934,['pickup'],https://www.yelp.com/biz/the-fly-trap-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78535, -122.397074
trick-dog-san-francisco,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 471-2999,https://s3-media1.fl.yelpcdn.com/bphoto/4nhVB-o9HGIDpIFU_eqbUA/o.jpg,False,"{'address1': '3010 20th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3010 20th St', 'San Francisco, CA 94110']}",Trick Dog,$$,4.0,707,[],https://www.yelp.com/biz/trick-dog-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7591727893974, -122.411238402128
north-india-restaurant-san-francisco,"[{'alias': 'indpak', 'title': 'Indian'}]",(415) 348-1234,https://s3-media1.fl.yelpcdn.com/bphoto/howYvOKNPXU9A5KUahEXLA/o.jpg,False,"{'address1': '123 Second St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['123 Second St', 'San Francisco, CA 94105']}",North India Restaurant,$$,4.0,1073,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/north-india-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.787789124691, -122.399305736113
pazzia-restaurant-and-pizzeria-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",(415) 512-1693,https://s3-media1.fl.yelpcdn.com/bphoto/ow4Ymz0MMg49-usfGeiHdA/o.jpg,False,"{'address1': '337 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['337 3rd St', 'San Francisco, CA 94107']}",Pazzia Restaurant & Pizzeria,$$,4.0,885,[],https://www.yelp.com/biz/pazzia-restaurant-and-pizzeria-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7834151615544, -122.398016998777
bite-san-francisco,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",(415) 563-2483,https://s3-media1.fl.yelpcdn.com/bphoto/7uYT0GGhsNmNQZ0zfv_s6w/o.jpg,False,"{'address1': '912 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['912 Sutter St', 'San Francisco, CA 94104']}",Bite,$,4.5,644,"['pickup', 'delivery']",https://www.yelp.com/biz/bite-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7884239641, -122.415666133
burma-love-san-francisco-2,"[{'alias': 'burmese', 'title': 'Burmese'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",(415) 861-2100,https://s3-media2.fl.yelpcdn.com/bphoto/H9je1XWoR7rWhQeqzv5wOA/o.jpg,False,"{'address1': '211 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['211 Valencia St', 'San Francisco, CA 94103']}",Burma Love,$$,4.0,858,['pickup'],https://www.yelp.com/biz/burma-love-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76961, -122.42205
de-afghanan-kabob-house-san-francisco-2,"[{'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",(415) 929-1124,https://s3-media2.fl.yelpcdn.com/bphoto/VYrlbqDborHYIC2TrcAfDQ/o.jpg,False,"{'address1': '1035 Geary St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1035 Geary St', 'San Francisco, CA 94109']}",De Afghanan Kabob House,$$,4.5,470,"['pickup', 'delivery']",https://www.yelp.com/biz/de-afghanan-kabob-house-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78577, -122.420359
cafe-du-soleil-san-francisco-4,"[{'alias': 'french', 'title': 'French'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]",(415) 699-6154,https://s3-media1.fl.yelpcdn.com/bphoto/RnsumH60wQ7XdOlrNgdLAQ/o.jpg,False,"{'address1': '345 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['345 3rd St', 'San Francisco, CA 94107']}",Cafe du Soleil,$$,4.5,358,"['pickup', 'delivery']",https://www.yelp.com/biz/cafe-du-soleil-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7832674501439, -122.397890965607
bowld-acai-san-francisco-2,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",(415) 770-7000,https://s3-media3.fl.yelpcdn.com/bphoto/JmwJkRNGHfNnoszZZMw_MQ/o.jpg,False,"{'address1': '14 Mint Plz', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['14 Mint Plz', 'San Francisco, CA 94103']}",Bowl'D Acai,$$,4.5,447,[],https://www.yelp.com/biz/bowld-acai-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.782619, -122.407949
domo-san-francisco,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",(415) 861-8887,https://s3-media2.fl.yelpcdn.com/bphoto/4IKe1bTvPlM-DUVmFFs8Pw/o.jpg,False,"{'address1': '511 Laguna St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['511 Laguna St', 'San Francisco, CA 94102']}",Domo,$$,4.0,841,[],https://www.yelp.com/biz/domo-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.77586, -122.42631
piccolo-forno-san-francisco,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",(415) 757-0087,https://s3-media3.fl.yelpcdn.com/bphoto/SgkcY-4OaGYiPlsHKABZ8Q/o.jpg,False,"{'address1': '725 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['725 Columbus Ave', 'San Francisco, CA 94133']}",Piccolo Forno,$$,4.5,369,"['pickup', 'delivery']",https://www.yelp.com/biz/piccolo-forno-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.8013699308642, -122.411981038749
vive-la-tarte-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",(415) 634-5444,https://s3-media2.fl.yelpcdn.com/bphoto/TY3TjGv2eDtdOgjfniPPdg/o.jpg,False,"{'address1': '1160 Howard St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1160 Howard St', 'San Francisco, CA 94103']}",Vive La Tarte,$$,4.5,353,[],https://www.yelp.com/biz/vive-la-tarte-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7769811042271, -122.410907296645
teds-market-and-deli-san-francisco-4,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 552-0309,https://s3-media2.fl.yelpcdn.com/bphoto/Ysg5U3Xdsg6n5LYlWdojmg/o.jpg,False,"{'address1': '1530 Howard St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1530 Howard St', 'San Francisco, CA 94103']}",Teds Market & Deli,$,4.5,431,['pickup'],https://www.yelp.com/biz/teds-market-and-deli-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.77287, -122.41623
house-of-thai-san-francisco-2,"[{'alias': 'thai', 'title': 'Thai'}]",(415) 441-2248,https://s3-media2.fl.yelpcdn.com/bphoto/A4Hpgax63Z3-mtrmU1U4XA/o.jpg,False,"{'address1': '901 Larkin St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['901 Larkin St', 'San Francisco, CA 94109']}",House of Thai,$$,4.0,1202,"['pickup', 'delivery']",https://www.yelp.com/biz/house-of-thai-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7862824, -122.4183383
volcano-san-francisco,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}]",(415) 752-7671,https://s3-media1.fl.yelpcdn.com/bphoto/1QbFAnxKlHqDVIEE_OJuvQ/o.jpg,False,"{'address1': '5454 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['5454 Geary Blvd', 'San Francisco, CA 94121']}",Volcano,$,4.0,1007,[],https://www.yelp.com/biz/volcano-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7804911136627, -122.478081062436
home-plate-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 922-4663,https://s3-media3.fl.yelpcdn.com/bphoto/nJwasMq9L0cbh18dGhTw5A/o.jpg,False,"{'address1': '2150 Lombard St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2150 Lombard St', 'San Francisco, CA 94123']}",Home Plate,$$,4.0,874,['pickup'],https://www.yelp.com/biz/home-plate-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.8000407, -122.4371697
millers-east-coast-deli-san-francisco,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 563-3542,https://s3-media2.fl.yelpcdn.com/bphoto/IKfWQXlL3vEfcsyPE2GZQA/o.jpg,False,"{'address1': '1725 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1725 Polk St', 'San Francisco, CA 94109']}",Miller's East Coast Deli,$$,3.5,1396,"['pickup', 'delivery']",https://www.yelp.com/biz/millers-east-coast-deli-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.79273, -122.42145
the-yellow-submarine-san-francisco,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 681-5652,https://s3-media2.fl.yelpcdn.com/bphoto/djTpBrlj7A5KabRWEAzWXQ/o.jpg,False,"{'address1': '503 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['503 Irving St', 'San Francisco, CA 94122']}",The Yellow Submarine,$,4.0,835,[],https://www.yelp.com/biz/the-yellow-submarine-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76402, -122.46337
toyose-san-francisco-3,"[{'alias': 'korean', 'title': 'Korean'}]",(415) 731-0232,https://s3-media1.fl.yelpcdn.com/bphoto/17V9PVrkXv6msiuDxPLa3w/o.jpg,False,"{'address1': '3814 Noriega St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['3814 Noriega St', 'San Francisco, CA 94122']}",Toyose,$$,3.5,1443,[],https://www.yelp.com/biz/toyose-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.75322, -122.50469
rheas-deli-and-market-san-francisco,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 282-5255,https://s3-media1.fl.yelpcdn.com/bphoto/McjpfGImBI9Epd33WovpcA/o.jpg,False,"{'address1': '800 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['800 Valencia St', 'San Francisco, CA 94110']}",Rhea's Deli & Market,$,4.0,575,[],https://www.yelp.com/biz/rheas-deli-and-market-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.759861, -122.4215622
freshroll-vietnamese-rolls-and-bowls-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 348-1858,https://s3-media3.fl.yelpcdn.com/bphoto/F9ECPdrVzzCCM2xGLpyueg/o.jpg,False,"{'address1': '157 4th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['157 4th St', 'San Francisco, CA 94103']}",Freshroll Vietnamese Rolls & Bowls,$,4.0,1080,[],https://www.yelp.com/biz/freshroll-vietnamese-rolls-and-bowls-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7839351290841, -122.403370141983
caffe-greco-san-francisco,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 397-6261,https://s3-media3.fl.yelpcdn.com/bphoto/PkRd8IM-4jKHdG8OYXyT0w/o.jpg,False,"{'address1': '423 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['423 Columbus Ave', 'San Francisco, CA 94133']}",Caffe Greco,$,4.0,927,[],https://www.yelp.com/biz/caffe-greco-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.798918, -122.4084483
plutos-san-francisco-5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]",(415) 753-8867,https://s3-media3.fl.yelpcdn.com/bphoto/UYUNeWab8u8lVBVgNx3GSA/o.jpg,False,"{'address1': '627 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['627 Irving St', 'San Francisco, CA 94122']}",Pluto's,$,4.0,1097,[],https://www.yelp.com/biz/plutos-san-francisco-5?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.764082, -122.464775
campton-place-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bars', 'title': 'Bars'}]",(415) 955-5555,https://s3-media2.fl.yelpcdn.com/bphoto/bNeOLzbjZfRkronOsNl7ew/o.jpg,False,"{'address1': '340 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['340 Stockton St', 'San Francisco, CA 94108']}",Campton Place,$$$$,4.0,691,[],https://www.yelp.com/biz/campton-place-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7891030590383, -122.406697746033
cha-cha-cha-san-francisco,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",(415) 824-1502,https://s3-media1.fl.yelpcdn.com/bphoto/834ellAPSg5lIk8W8QJwvA/o.jpg,False,"{'address1': '2327 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2327 Mission St', 'San Francisco, CA 94110']}",Cha Cha Cha,$$,3.5,1849,['restaurant_reservation'],https://www.yelp.com/biz/cha-cha-cha-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7597100560449, -122.418911883739
comstock-saloon-san-francisco,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 617-0071,https://s3-media2.fl.yelpcdn.com/bphoto/H-_nmGfez1ldP8TnrjnKpQ/o.jpg,False,"{'address1': '155 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['155 Columbus Ave', 'San Francisco, CA 94133']}",Comstock Saloon,$$,4.0,874,[],https://www.yelp.com/biz/comstock-saloon-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7967419475317, -122.405046522617
