"business_id","date","description"
3655,"20170125","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/16/2018 ]"
3659,"20180108","Foods not protected from contamination  [ date violation corrected: 1/8/2018 ]"
3659,"20180108","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/8/2018 ]"
3659,"20160603","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/8/2016 ]"
3659,"20160603","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 6/3/2016 ]"
3659,"20160603","Moderate risk food holding temperature   [ date violation corrected: 1/8/2018 ]"
3659,"20160603","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/8/2018 ]"
3661,"20180501","Moderate risk food holding temperature   [ date violation corrected: 5/1/2018 ]"
3661,"20180501","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/1/2018 ]"
3661,"20180501","Improper cooling methods  [ date violation corrected: 5/1/2018 ]"
3661,"20170628","Foods not protected from contamination  [ date violation corrected: 7/5/2017 ]"
3661,"20170628","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/5/2017 ]"
3661,"20170628","High risk vermin infestation  [ date violation corrected: 7/5/2017 ]"
3661,"20170628","Unclean hands or improper use of gloves  [ date violation corrected: 6/28/2017 ]"
3661,"20161012","No thermometers or uncalibrated thermometers   [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Food safety certificate or food handler card not available  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Improper food storage  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Moderate risk vermin infestation  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Foods not protected from contamination  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Improper or defective plumbing  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Moderate risk food holding temperature   [ date violation corrected: 10/21/2016 ]"
3661,"20161012","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/21/2016 ]"
3661,"20160107","Food safety certificate or food handler card not available  [ date violation corrected: 1/14/2016 ]"
3661,"20160107","Foods not protected from contamination  [ date violation corrected: 1/14/2016 ]"
3661,"20160107","Moderate risk food holding temperature   [ date violation corrected: 1/14/2016 ]"
3661,"20160107","Moderate risk vermin infestation  [ date violation corrected: 1/14/2016 ]"
3665,"20180208","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/10/2018 ]"
3665,"20180208","Moderate risk vermin infestation  [ date violation corrected: 4/10/2018 ]"
3665,"20180208","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/10/2018 ]"
3665,"20180208","Improper food storage  [ date violation corrected: 4/10/2018 ]"
3665,"20160802","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/8/2018 ]"
3665,"20160802","No thermometers or uncalibrated thermometers   [ date violation corrected: 2/8/2018 ]"
3665,"20160802","Foods not protected from contamination  [ date violation corrected: 2/8/2018 ]"
3665,"20160802","Improper food labeling or menu misrepresentation  [ date violation corrected: 2/8/2018 ]"
3665,"20160802","Moderate risk food holding temperature   [ date violation corrected: 2/8/2018 ]"
3665,"20160802","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/8/2018 ]"
3665,"20160802","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/8/2018 ]"
3674,"20180607","Insufficient hot water or running water  [ date violation corrected: 6/7/2018 ]"
3674,"20171201","Insufficient hot water or running water  [ date violation corrected: 12/1/2017 ]"
3674,"20170731","Insufficient hot water or running water  [ date violation corrected: 12/1/2017 ]"
3674,"20170731","Unclean nonfood contact surfaces  [ date violation corrected: 12/1/2017 ]"
3674,"20170731","Unclean hands or improper use of gloves  [ date violation corrected: 7/31/2017 ]"
3674,"20170731","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/31/2017 ]"
3674,"20170731","Inadequate procedures or records for time as a public health control   [ date violation corrected: 12/1/2017 ]"
3674,"20170731","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/1/2017 ]"
3674,"20170731","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/1/2017 ]"
3674,"20161014","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/31/2017 ]"
3674,"20161014","Moderate risk food holding temperature   [ date violation corrected: 7/31/2017 ]"
3674,"20160317","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/14/2016 ]"
3676,"20170706","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/11/2017 ]"
3676,"20170706","High risk food holding temperature   [ date violation corrected: 7/11/2017 ]"
3676,"20170706","High risk vermin infestation  [ date violation corrected: 7/13/2017 ]"
3676,"20170706","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/13/2017 ]"
3676,"20170706","Improper cooling methods  [ date violation corrected: 7/11/2017 ]"
3676,"20160816","High risk food holding temperature   [ date violation corrected: 8/30/2016 ]"
3676,"20160816","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/30/2016 ]"
3676,"20160816","Low risk vermin infestation  [ date violation corrected: 8/30/2016 ]"
3676,"20160107","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/16/2016 ]"
3676,"20160107","Foods not protected from contamination  [ date violation corrected: 8/16/2016 ]"
3676,"20160107","Unclean hands or improper use of gloves  [ date violation corrected: 8/16/2016 ]"
3676,"20160107","Moderate risk vermin infestation  [ date violation corrected: 8/16/2016 ]"
3676,"20160107","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/16/2016 ]"
3677,"20180718","Moderate risk food holding temperature "
3677,"20180718","Unapproved or unmaintained equipment or utensils"
3677,"20170914","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/20/2017 ]"
3677,"20170914","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/20/2017 ]"
3677,"20170914","Moderate risk food holding temperature   [ date violation corrected: 9/20/2017 ]"
3678,"20180725","Unapproved or unmaintained equipment or utensils"
3678,"20180725","Unclean or degraded floors walls or ceilings"
3678,"20170920","Moderate risk vermin infestation  [ date violation corrected: 11/17/2017 ]"
3678,"20170920","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/17/2017 ]"
3690,"20160517","Low risk vermin infestation"
3690,"20160517","Improper food storage"
3693,"20160816","Improper food storage  [ date violation corrected: 8/16/2016 ]"
3693,"20160816","High risk food holding temperature "
3693,"20160816","Insufficient hot water or running water"
3693,"20160816","Unclean hands or improper use of gloves  [ date violation corrected: 8/16/2016 ]"
3693,"20160816","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/16/2016 ]"
3693,"20160203","Foods not protected from contamination  [ date violation corrected: 2/18/2016 ]"
3693,"20160203","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/18/2016 ]"
3693,"20160203","High risk food holding temperature   [ date violation corrected: 4/4/2016 ]"
3693,"20160203","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/18/2016 ]"
3693,"20160203","Improper thawing methods   [ date violation corrected: 4/4/2016 ]"
3693,"20160203","Other high risk violation  [ date violation corrected: 2/3/2016 ]"
3693,"20160203","Moderate risk vermin infestation  [ date violation corrected: 2/18/2016 ]"
3693,"20160203","Employee eating or smoking  [ date violation corrected: 2/18/2016 ]"
3699,"20180215","Foods not protected from contamination"
3699,"20180215","Improper thawing methods "
3699,"20170606","Low risk vermin infestation  [ date violation corrected: 2/15/2018 ]"
3707,"20170614","Low risk vermin infestation"
3707,"20170614","Inadequate ventilation or lighting"
3715,"20180508","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/29/2018 ]"
3715,"20180508","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/29/2018 ]"
3715,"20180508","Improper storage of equipment utensils or linens  [ date violation corrected: 5/29/2018 ]"
3715,"20170919","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/2/2017 ]"
3715,"20170919","Moderate risk vermin infestation  [ date violation corrected: 10/2/2017 ]"
3715,"20170919","Unclean nonfood contact surfaces  [ date violation corrected: 10/2/2017 ]"
3715,"20170919","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/2/2017 ]"
3715,"20170919","Improper storage of equipment utensils or linens  [ date violation corrected: 10/2/2017 ]"
3715,"20170919","Noncompliance with HAACP plan or variance  [ date violation corrected: 10/2/2017 ]"
3715,"20160919","Inadequate procedures or records for time as a public health control   [ date violation corrected: 10/4/2016 ]"
3715,"20160919","Foods not protected from contamination  [ date violation corrected: 9/30/2016 ]"
3715,"20160919","Improper thawing methods   [ date violation corrected: 9/30/2016 ]"
3715,"20160919","No thermometers or uncalibrated thermometers   [ date violation corrected: 9/30/2016 ]"
3715,"20160919","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/4/2016 ]"
3727,"20180320","Moderate risk food holding temperature "
3727,"20180320","Inadequate food safety knowledge or lack of certified food safety manager"
3727,"20180320","Foods not protected from contamination"
3727,"20160713","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/20/2018 ]"
3727,"20160713","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/20/2018 ]"
3727,"20160713","Moderate risk vermin infestation  [ date violation corrected: 3/20/2018 ]"
3727,"20160713","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/20/2018 ]"
3727,"20160713","Foods not protected from contamination  [ date violation corrected: 3/20/2018 ]"
3728,"20180323","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/12/2018 ]"
3728,"20180323","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/12/2018 ]"
3728,"20180323","Low risk vermin infestation  [ date violation corrected: 4/12/2018 ]"
3728,"20160810","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/13/2016 ]"
3728,"20160810","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/13/2016 ]"
3728,"20160810","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/13/2016 ]"
3728,"20160810","Improper thawing methods   [ date violation corrected: 12/13/2016 ]"
3728,"20160810","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/13/2016 ]"
3736,"20180720","Unapproved or unmaintained equipment or utensils"
3736,"20170717","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/20/2018 ]"
3736,"20170717","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/20/2018 ]"
3736,"20160405","High risk food holding temperature   [ date violation corrected: 7/17/2017 ]"
3736,"20160405","Unclean nonfood contact surfaces  [ date violation corrected: 7/17/2017 ]"
3736,"20151019","Unclean nonfood contact surfaces  [ date violation corrected: 11/5/2015 ]"
3736,"20151019","High risk food holding temperature   [ date violation corrected: 11/5/2015 ]"
3736,"20151019","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/5/2015 ]"
3738,"20170821","Unapproved or unmaintained equipment or utensils"
3738,"20170821","High risk food holding temperature   [ date violation corrected: 8/21/2017 ]"
3738,"20160829","Moderate risk food holding temperature   [ date violation corrected: 8/29/2016 ]"
3738,"20160829","Foods not protected from contamination  [ date violation corrected: 8/29/2016 ]"
3738,"20150908","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/18/2015 ]"
3738,"20150908","High risk vermin infestation  [ date violation corrected: 9/18/2015 ]"
3739,"20180606","Insufficient hot water or running water"
3739,"20180606","Unapproved or unmaintained equipment or utensils"
3739,"20180606","Moderate risk vermin infestation"
3739,"20180606","Noncompliance with shell fish tags or display"
3739,"20180606","High risk food holding temperature "
3739,"20171018","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/25/2017 ]"
3739,"20171018","Improper cooling methods  [ date violation corrected: 10/25/2017 ]"
3739,"20171018","Improper or defective plumbing  [ date violation corrected: 10/25/2017 ]"
3739,"20171018","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/25/2017 ]"
3739,"20161017","Low risk vermin infestation  [ date violation corrected: 10/18/2017 ]"
3743,"20180116","Inadequate food safety knowledge or lack of certified food safety manager"
3743,"20180116","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/24/2018 ]"
3743,"20180116","Inadequate ventilation or lighting  [ date violation corrected: 1/24/2018 ]"
3743,"20180116","Improper storage use or identification of toxic substances  [ date violation corrected: 1/24/2018 ]"
3743,"20180116","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/24/2018 ]"
3743,"20160315","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/15/2016 ]"
3743,"20160315","Unclean nonfood contact surfaces  [ date violation corrected: 1/16/2018 ]"
3743,"20160315","High risk food holding temperature   [ date violation corrected: 4/7/2016 ]"
3743,"20150929","Low risk vermin infestation  [ date violation corrected: 3/15/2016 ]"
3743,"20150929","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/15/2016 ]"
3743,"20150929","Improper food storage  [ date violation corrected: 3/15/2016 ]"
3750,"20151002","Inadequate and inaccessible handwashing facilities"
3750,"20151002","Inadequately cleaned or sanitized food contact surfaces"
3750,"20151002","Unclean or degraded floors walls or ceilings"
3750,"20151002","Unsanitary employee garments hair or nails"
3750,"20151002","Inadequate ventilation or lighting"
3750,"20151002","Low risk vermin infestation"
3750,"20151002","Worker safety hazards"
3750,"20151002","Improper storage of equipment utensils or linens"
3752,"20180321","Permit license or inspection report not posted"
3752,"20180321","Low risk vermin infestation"
3752,"20180321","Inadequately cleaned or sanitized food contact surfaces"
3752,"20160614","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/21/2018 ]"
3752,"20160614","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/21/2018 ]"
3769,"20171019","Improper food storage  [ date violation corrected: 7/5/2018 ]"
3769,"20171019","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/5/2018 ]"
3769,"20161101","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/19/2017 ]"
3769,"20160427","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/1/2016 ]"
3769,"20160427","Permit license or inspection report not posted  [ date violation corrected: 11/1/2016 ]"
3784,"20180322","Moderate risk vermin infestation  [ date violation corrected: 3/30/2018 ]"
3784,"20180322","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/30/2018 ]"
3784,"20180322","Unclean or degraded floors walls or ceilings"
3784,"20180322","Moderate risk food holding temperature "
3784,"20170124","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2017 ]"
3784,"20170124","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/2/2017 ]"
3784,"20170124","Moderate risk vermin infestation  [ date violation corrected: 2/2/2017 ]"
3784,"20170124","High risk food holding temperature   [ date violation corrected: 2/2/2017 ]"
3791,"20170206","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/6/2017 ]"
3791,"20170206","Inadequate HACCP plan record keeping  [ date violation corrected: 3/23/2018 ]"
3791,"20160216","Foods not protected from contamination  [ date violation corrected: 2/6/2017 ]"
3791,"20160216","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/6/2017 ]"
3791,"20160216","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/6/2017 ]"
3794,"20161102","Improper cooling methods  [ date violation corrected: 11/2/2016 ]"
3794,"20161102","Moderate risk vermin infestation  [ date violation corrected: 10/10/2017 ]"
3794,"20161102","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/10/2017 ]"
3795,"20160614","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/26/2017 ]"
3796,"20170417","Improper storage of equipment utensils or linens  [ date violation corrected: 5/1/2018 ]"
3796,"20170417","Foods not protected from contamination  [ date violation corrected: 5/1/2018 ]"
3796,"20170417","Unclean nonfood contact surfaces  [ date violation corrected: 5/1/2018 ]"
3796,"20170417","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/1/2018 ]"
3800,"20161028","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/3/2017 ]"
3800,"20161028","No thermometers or uncalibrated thermometers   [ date violation corrected: 11/3/2017 ]"
3800,"20161028","Moderate risk food holding temperature   [ date violation corrected: 11/3/2017 ]"
3800,"20161028","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/3/2017 ]"
3803,"20160712","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/25/2017 ]"
3816,"20180305","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/28/2018 ]"
3816,"20180305","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/27/2018 ]"
3816,"20180305","Moderate risk vermin infestation  [ date violation corrected: 4/27/2018 ]"
3816,"20171128","High risk vermin infestation  [ date violation corrected: 12/7/2017 ]"
3816,"20171128","Unclean or degraded floors walls or ceilings"
3816,"20171128","Foods not protected from contamination  [ date violation corrected: 12/7/2017 ]"
3816,"20171128","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/7/2017 ]"
3816,"20171128","Food safety certificate or food handler card not available"
3816,"20171128","Unclean hands or improper use of gloves  [ date violation corrected: 12/7/2017 ]"
3816,"20171128","High risk food holding temperature   [ date violation corrected: 12/7/2017 ]"
3816,"20160728","Contaminated or adulterated food  [ date violation corrected: 7/28/2016 ]"
3816,"20160728","Improper cooling methods  [ date violation corrected: 8/16/2016 ]"
3816,"20160728","Moderate risk vermin infestation  [ date violation corrected: 8/16/2016 ]"
3816,"20160728","Foods not protected from contamination  [ date violation corrected: 8/11/2016 ]"
3816,"20160728","Unclean hands or improper use of gloves  [ date violation corrected: 8/11/2016 ]"
3816,"20160728","Moderate risk food holding temperature   [ date violation corrected: 8/16/2016 ]"
3816,"20151202","Improper storage of equipment utensils or linens  [ date violation corrected: 12/4/2015 ]"
3816,"20151202","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/4/2015 ]"
3816,"20151202","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/4/2015 ]"
3816,"20151202","Improper or defective plumbing  [ date violation corrected: 12/4/2015 ]"
3816,"20151202","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/4/2015 ]"
3816,"20151202","Foods not protected from contamination  [ date violation corrected: 12/4/2015 ]"
3817,"20171129","Unapproved or unmaintained equipment or utensils"
3817,"20171129","Improper or defective plumbing"
3817,"20171129","Permit license or inspection report not posted"
3817,"20171129","Foods not protected from contamination  [ date violation corrected: 11/29/2017 ]"
3817,"20171129","Improper food storage"
3817,"20161006","Moderate risk vermin infestation  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Permit license or inspection report not posted  [ date violation corrected: 11/29/2017 ]"
3817,"20161006","Foods not protected from contamination  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Moderate risk food holding temperature   [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Unclean hands or improper use of gloves  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Improper food storage  [ date violation corrected: 11/30/2016 ]"
3817,"20161006","Unapproved  living quarters in food facility  [ date violation corrected: 11/30/2016 ]"
3817,"20160407","Improper storage of equipment utensils or linens  [ date violation corrected: 4/8/2016 ]"
3817,"20160407","Moderate risk vermin infestation  [ date violation corrected: 4/8/2016 ]"
3817,"20160407","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/5/2016 ]"
3817,"20160407","High risk food holding temperature   [ date violation corrected: 4/8/2016 ]"
3817,"20160407","Foods not protected from contamination  [ date violation corrected: 10/5/2016 ]"
3817,"20160407","Improper cooling methods  [ date violation corrected: 4/8/2016 ]"
3819,"20171031","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/28/2017 ]"
3819,"20171031","High risk food holding temperature   [ date violation corrected: 11/28/2017 ]"
3819,"20171031","Unclean nonfood contact surfaces  [ date violation corrected: 11/28/2017 ]"
3819,"20171031","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/28/2017 ]"
3825,"20180724","Unclean or degraded floors walls or ceilings"
3825,"20180724","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/24/2018 ]"
3825,"20180724","Improper thawing methods "
3825,"20170717","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/23/2018 ]"
3825,"20170717","High risk food holding temperature   [ date violation corrected: 7/23/2018 ]"
3825,"20170717","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/23/2018 ]"
3825,"20151007","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/17/2017 ]"
3825,"20151007","Improper thawing methods   [ date violation corrected: 7/17/2017 ]"
3825,"20151007","High risk food holding temperature   [ date violation corrected: 7/17/2017 ]"
3825,"20151007","No hot water or running water  [ date violation corrected: 7/17/2017 ]"
3834,"20180618","High risk food holding temperature   [ date violation corrected: 3/29/2018 ]"
3834,"20180618","Improper storage of equipment utensils or linens  [ date violation corrected: 6/25/2018 ]"
3834,"20180618","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/28/2018 ]"
3834,"20170209","Other low risk violation  [ date violation corrected: 2/9/2017 ]"
3834,"20170209","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/9/2017 ]"
3834,"20170209","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/15/2018 ]"
3834,"20170209","Unclean nonfood contact surfaces  [ date violation corrected: 6/15/2018 ]"
3834,"20160328","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/22/2016 ]"
3834,"20160328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Unclean nonfood contact surfaces  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","High risk food holding temperature   [ date violation corrected: 7/22/2016 ]"
3834,"20160328","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/5/2016 ]"
3838,"20180620","Improper storage of equipment utensils or linens  [ date violation corrected: 6/20/2018 ]"
3838,"20180620","Foods not protected from contamination  [ date violation corrected: 6/20/2018 ]"
3838,"20180620","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/20/2018 ]"
3838,"20180620","Unclean nonfood contact surfaces  [ date violation corrected: 6/20/2018 ]"
3838,"20180222","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/23/2018 ]"
3838,"20180222","Unclean nonfood contact surfaces  [ date violation corrected: 4/23/2018 ]"
3838,"20180222","Moderate risk food holding temperature   [ date violation corrected: 4/23/2018 ]"
3838,"20180222","High risk vermin infestation  [ date violation corrected: 4/23/2018 ]"
3838,"20180222","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/23/2018 ]"
3838,"20180222","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/23/2018 ]"
3838,"20180222","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/23/2018 ]"
3838,"20160824","Improper thawing methods   [ date violation corrected: 9/1/2016 ]"
3838,"20160805","Noncompliance with shell fish tags or display  [ date violation corrected: 9/1/2016 ]"
3838,"20160805","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/24/2016 ]"
3838,"20160805","Foods not protected from contamination  [ date violation corrected: 8/24/2016 ]"
3838,"20160805","Unclean hands or improper use of gloves  [ date violation corrected: 8/24/2016 ]"
3838,"20160805","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/1/2016 ]"
3838,"20160805","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/23/2018 ]"
3839,"20180416","Permit license or inspection report not posted  [ date violation corrected: 5/8/2018 ]"
3839,"20180416","Improper food storage  [ date violation corrected: 5/8/2018 ]"
3839,"20180416","Improper reheating of food  [ date violation corrected: 4/16/2018 ]"
3839,"20180416","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/8/2018 ]"
3839,"20170721","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/14/2017 ]"
3839,"20170721","High risk food holding temperature   [ date violation corrected: 9/14/2017 ]"
3839,"20170721","Unclean nonfood contact surfaces  [ date violation corrected: 9/14/2017 ]"
3839,"20170721","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/14/2017 ]"
3839,"20170721","Moderate risk vermin infestation  [ date violation corrected: 9/14/2017 ]"
3839,"20170721","No thermometers or uncalibrated thermometers   [ date violation corrected: 9/14/2017 ]"
3839,"20160815","High risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
3839,"20160815","Food safety certificate or food handler card not available  [ date violation corrected: 7/21/2017 ]"
3839,"20160815","Foods not protected from contamination  [ date violation corrected: 9/6/2016 ]"
3839,"20160107","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/15/2016 ]"
3839,"20160107","Low risk vermin infestation  [ date violation corrected: 8/15/2016 ]"
3839,"20160107","Inadequate ventilation or lighting  [ date violation corrected: 8/15/2016 ]"
3839,"20160107","Food safety certificate or food handler card not available  [ date violation corrected: 8/15/2016 ]"
3839,"20160107","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/15/2016 ]"
3846,"20180418","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/25/2018 ]"
3846,"20180418","Foods not protected from contamination  [ date violation corrected: 4/18/2018 ]"
3846,"20180418","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/18/2018 ]"
3846,"20150909","Unclean nonfood contact surfaces  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Other low risk violation  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Food safety certificate or food handler card not available  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Improper cooling methods  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Inadequate ventilation or lighting  [ date violation corrected: 4/17/2018 ]"
3846,"20150909","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/17/2018 ]"
3850,"20180131","High risk food holding temperature   [ date violation corrected: 1/31/2018 ]"
3850,"20180131","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/31/2018 ]"
3850,"20180131","Moderate risk vermin infestation  [ date violation corrected: 1/31/2018 ]"
3850,"20161215","Moderate risk food holding temperature   [ date violation corrected: 12/27/2016 ]"
3850,"20161215","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/27/2016 ]"
3850,"20161215","Low risk vermin infestation  [ date violation corrected: 12/27/2016 ]"
3850,"20151117","Food safety certificate or food handler card not available  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","High risk food holding temperature   [ date violation corrected: 1/12/2016 ]"
3850,"20151117","High risk vermin infestation  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","Foods not protected from contamination  [ date violation corrected: 1/12/2016 ]"
3855,"20180620","Improper food storage"
3855,"20180620","Moderate risk food holding temperature "
3855,"20171004","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/20/2018 ]"
3855,"20171004","Foods not protected from contamination  [ date violation corrected: 6/20/2018 ]"
3855,"20151229","Improper food storage  [ date violation corrected: 10/4/2017 ]"
3855,"20151229","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/4/2017 ]"
3858,"20180501","Unclean or degraded floors walls or ceilings"
3858,"20180501","Improper storage use or identification of toxic substances"
3858,"20180501","Wiping cloths not clean or properly stored or inadequate sanitizer"
3858,"20180501","No thermometers or uncalibrated thermometers "
3859,"20170328","Inadequate and inaccessible handwashing facilities"
3859,"20170328","Improper food storage"
3859,"20170328","Unapproved or unmaintained equipment or utensils"
3859,"20170328","Inadequate ventilation or lighting"
